model,metric,observed_value,predictive_mean,predictive_sd,predictive_lower_5,predictive_upper_95
WBA,mean_second_rating,4.953921568627451,4.821115645424837,0.017617187193794757,4.792320261437909,4.84983660130719
SBA,mean_second_rating,4.953921568627451,4.863750653594771,0.01845209565797414,4.832843137254902,4.893799019607844
WBA,mean_rating_change,-0.02565359477124183,-0.15845951797385618,0.01761718719379482,-0.18725490196078431,-0.12973856209150328
SBA,mean_rating_change,-0.02565359477124183,-0.11582450980392159,0.01845209565797406,-0.14673202614379086,-0.08577614379084972
