,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-99.5307,0.0210269,0.737693,0.311481,-100.961,-99.2518,-99.0274,1585.91,1669.36,1771.96,1.00097
sigma,1.14376,0.00176843,0.0643017,0.0636431,1.04435,1.14018,1.25318,1370.5,1291.97,1531.28,1.00157
log_lik[1],-1.30638,0.000769856,0.027765,0.0272719,-1.3548,-1.30403,-1.26497,1370.49,1291.97,1531.28,1.00157
log_lik[2],-2.15032,0.00176426,0.0667394,0.0654435,-2.2678,-2.14537,-2.05125,1370.49,1291.97,1531.28,1.00157
log_lik[3],-1.48723,0.000251368,0.00855287,0.00603826,-1.50404,-1.4844,-1.47962,1325.92,1291.97,1481.47,1.00131
log_lik[4],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
log_lik[5],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
log_lik[6],-1.30638,0.000769856,0.027765,0.0272719,-1.3548,-1.30403,-1.26497,1370.49,1291.97,1531.28,1.00157
log_lik[7],-1.07581,0.00145404,0.0532622,0.0526882,-1.16452,-1.07416,-0.990984,1370.5,1291.97,1531.28,1.00157
log_lik[8],-1.06526,0.00148545,0.0544328,0.0538537,-1.15582,-1.06365,-0.978449,1370.49,1291.97,1531.27,1.00157
log_lik[9],-3.00481,0.00431391,0.161802,0.159751,-3.28317,-2.99722,-2.75641,1370.49,1291.97,1531.27,1.00157
log_lik[10],-2.31911,0.00226747,0.0855013,0.0837799,-2.46837,-2.31363,-2.19054,1370.49,1291.97,1531.28,1.00157
log_lik[11],-1.30638,0.000769856,0.027765,0.0272719,-1.3548,-1.30403,-1.26497,1370.49,1291.97,1531.28,1.00157
log_lik[12],-3.00481,0.00431391,0.161802,0.159751,-3.28317,-2.99722,-2.75641,1370.49,1291.97,1531.27,1.00157
log_lik[13],-1.91975,0.00107823,0.0411593,0.0399853,-1.99381,-1.9155,-1.86097,1370.5,1291.97,1531.28,1.00157
log_lik[14],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[15],-1.10595,0.00136435,0.0499188,0.0493574,-1.1894,-1.10421,-1.0268,1370.49,1291.97,1531.28,1.00157
log_lik[16],-1.30638,0.000769856,0.027765,0.0272719,-1.3548,-1.30403,-1.26497,1370.49,1291.97,1531.28,1.00157
log_lik[17],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
log_lik[18],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[19],-2.31911,0.00226747,0.0855013,0.0837799,-2.46837,-2.31363,-2.19054,1370.49,1291.97,1531.28,1.00157
log_lik[20],-2.15032,0.00176426,0.0667394,0.0654435,-2.2678,-2.14537,-2.05125,1370.49,1291.97,1531.28,1.00157
log_lik[21],-1.7811,0.00066832,0.0258696,0.0244436,-1.82906,-1.77728,-1.74656,1377.91,1291.97,1539.56,1.00155
log_lik[22],-1.7811,0.00066832,0.0258696,0.0244436,-1.82906,-1.77728,-1.74656,1377.91,1291.97,1539.56,1.00155
log_lik[23],-1.48723,0.000251368,0.00855287,0.00603826,-1.50404,-1.4844,-1.47962,1325.92,1291.97,1481.47,1.00131
log_lik[24],-1.30638,0.000769856,0.027765,0.0272719,-1.3548,-1.30403,-1.26497,1370.49,1291.97,1531.28,1.00157
log_lik[25],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[26],-2.31911,0.00226747,0.0855013,0.0837799,-2.46837,-2.31363,-2.19054,1370.49,1291.97,1531.28,1.00157
log_lik[27],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[28],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[29],-3.22786,0.00497984,0.186631,0.184544,-3.5482,-3.21958,-2.94047,1370.49,1291.97,1531.28,1.00157
log_lik[30],-2.15032,0.00176426,0.0667394,0.0654435,-2.2678,-2.14537,-2.05125,1370.49,1291.97,1531.28,1.00157
log_lik[31],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
log_lik[32],-4.10344,0.00759443,0.284115,0.281036,-4.58864,-4.09246,-3.66303,1370.49,1291.97,1531.27,1.00157
log_lik[33],-1.30638,0.000769856,0.027765,0.0272719,-1.3548,-1.30403,-1.26497,1370.49,1291.97,1531.28,1.00157
log_lik[34],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[35],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[36],-1.91975,0.00107823,0.0411593,0.0399853,-1.99381,-1.9155,-1.86097,1370.5,1291.97,1531.28,1.00157
log_lik[37],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
log_lik[38],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[39],-1.65451,0.000304113,0.0122421,0.0101133,-1.67864,-1.65113,-1.64224,1477.91,2429.24,1651.29,1.00105
log_lik[40],-1.30638,0.000769856,0.027765,0.0272719,-1.3548,-1.30403,-1.26497,1370.49,1291.97,1531.28,1.00157
log_lik[41],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
log_lik[42],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
log_lik[43],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[44],-1.0532,0.00152134,0.0557708,0.0551857,-1.14587,-1.05163,-0.964122,1370.49,1291.97,1531.28,1.00157
log_lik[45],-1.14814,0.00123886,0.0452413,0.0447946,-1.22422,-1.14628,-1.07694,1370.49,1291.97,1531.27,1.00157
log_lik[46],-1.39078,0.000522377,0.0185565,0.0177547,-1.42445,-1.38816,-1.36525,1370.26,1291.97,1531.02,1.00158
