,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-146.128,0.0289536,0.855966,0.378686,-147.851,-145.802,-145.525,1245.63,1035.92,1339.39,1.00449
sigma,1.52335,0.00285536,0.0883735,0.0885573,1.38518,1.51893,1.67619,1007.85,986.249,1083.71,1.00493
log_lik[1],-2.83774,0.00351468,0.115039,0.115567,-3.0404,-2.83027,-2.66172,1007.85,986.249,1083.71,1.00381
log_lik[2],-1.91284,0.000253774,0.0097127,0.00654397,-1.93289,-1.90945,-1.90449,1365.71,2241.96,1468.5,1.00263
log_lik[3],-1.35178,0.0017927,0.0561984,0.0572259,-1.44658,-1.35049,-1.26105,1007.85,986.249,1083.71,1.00472
log_lik[4],-2.26393,0.00147117,0.0491497,0.0485501,-2.3533,-2.25884,-2.19249,1007.85,986.249,1083.71,1.00381
log_lik[5],-1.58385,0.00096884,0.0296712,0.0295189,-1.63636,-1.5816,-1.53895,1007.85,986.249,1083.71,1.00511
log_lik[6],-2.26393,0.00147117,0.0491497,0.0485501,-2.3533,-2.25884,-2.19249,1007.85,986.249,1083.71,1.00381
log_lik[7],-1.58385,0.00096884,0.0296712,0.0295189,-1.63636,-1.5816,-1.53895,1007.85,986.249,1083.71,1.00511
log_lik[8],-1.48184,0.00133037,0.0413042,0.0416674,-1.55294,-1.48001,-1.4168,1007.85,986.249,1083.71,1.00487
log_lik[9],-1.34583,0.00181387,0.0568807,0.0579238,-1.44172,-1.34456,-1.25393,1007.85,986.249,1083.71,1.00471
log_lik[10],-1.34583,0.00181387,0.0568807,0.0579238,-1.44172,-1.34456,-1.25393,1007.85,986.249,1083.71,1.00471
log_lik[11],-1.52945,0.00116147,0.0358671,0.0360466,-1.59187,-1.52742,-1.4738,1007.85,986.249,1083.71,1.00498
log_lik[12],-2.05311,0.000725029,0.025107,0.0239401,-2.10085,-2.0489,-2.02009,1009.85,986.249,1085.86,1.00377
log_lik[13],-2.56571,0.00254525,0.0837782,0.0837586,-2.71466,-2.55937,-2.43927,1007.85,986.249,1083.71,1.00381
log_lik[14],-1.35943,0.00176548,0.0553212,0.0563343,-1.45284,-1.35811,-1.27022,1007.85,986.249,1083.71,1.00473
log_lik[15],-1.35178,0.0017927,0.0561984,0.0572259,-1.44658,-1.35049,-1.26105,1007.85,986.249,1083.71,1.00472
log_lik[16],-1.34583,0.00181387,0.0568807,0.0579238,-1.44172,-1.34456,-1.25393,1007.85,986.249,1083.71,1.00471
log_lik[17],-1.33903,0.00183807,0.0576605,0.0587127,-1.43616,-1.33779,-1.24578,1007.85,986.249,1083.71,1.00472
log_lik[18],-1.34583,0.00181387,0.0568807,0.0579238,-1.44172,-1.34456,-1.25393,1007.85,986.249,1083.71,1.00471
log_lik[19],-1.39258,0.00164756,0.0515213,0.05236,-1.47995,-1.39112,-1.30991,1007.85,986.249,1083.71,1.00476
log_lik[20],-2.56571,0.00254525,0.0837782,0.0837586,-2.71466,-2.55937,-2.43927,1007.85,986.249,1083.71,1.00381
log_lik[21],-1.48184,0.00133037,0.0413042,0.0416674,-1.55294,-1.48001,-1.4168,1007.85,986.249,1083.71,1.00487
log_lik[22],-1.33903,0.00183807,0.0576605,0.0587127,-1.43616,-1.33779,-1.24578,1007.85,986.249,1083.71,1.00472
log_lik[23],-1.34583,0.00181387,0.0568807,0.0579238,-1.44172,-1.34456,-1.25393,1007.85,986.249,1083.71,1.00471
