,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-121.407,0.0193756,0.723622,0.31211,-122.967,-121.123,-120.896,1488.83,1782.98,1637.88,1.0028
sigma,1.30502,0.00201931,0.0727488,0.0719743,1.19297,1.30114,1.4331,1313.59,1643.32,1445.09,1.00561
log_lik[1],-1.85032,0.000516533,0.019167,0.0178575,-1.88587,-1.84669,-1.82655,1315.81,1643.32,1447.53,1.00565
log_lik[2],-1.32367,0.00111247,0.0401034,0.0398773,-1.39385,-1.32177,-1.26144,1313.59,1643.32,1445.09,1.00561
log_lik[3],-2.15706,0.00144636,0.0529375,0.0525196,-2.24954,-2.15242,-2.07856,1313.59,1643.32,1445.09,1.00561
log_lik[4],-1.29936,0.00118645,0.0427901,0.0426164,-1.37388,-1.29755,-1.23262,1313.59,1643.32,1445.09,1.00561
log_lik[5],-1.18477,0.00153565,0.0554753,0.0555402,-1.27973,-1.18333,-1.09676,1313.59,1643.32,1445.09,1.00561
log_lik[6],-1.37923,0.000943599,0.0339714,0.0337819,-1.4395,-1.37715,-1.32732,1313.59,1643.32,1445.09,1.00561
log_lik[7],-1.22528,0.00141213,0.0509877,0.0509753,-1.31302,-1.22371,-1.14479,1313.59,1643.32,1445.09,1.00561
log_lik[8],-2.02742,0.00105157,0.0385959,0.0378729,-2.09584,-2.0232,-1.97205,1313.59,1643.32,1445.09,1.00561
log_lik[9],-1.19403,0.00150741,0.0544493,0.0544729,-1.28734,-1.19256,-1.10774,1313.59,1643.32,1445.09,1.00561
log_lik[10],-1.22528,0.00141213,0.0509877,0.0509753,-1.31302,-1.22371,-1.14479,1313.59,1643.32,1445.09,1.00561
log_lik[11],-1.32367,0.00111247,0.0401034,0.0398773,-1.39385,-1.32177,-1.26144,1313.59,1643.32,1445.09,1.00561
log_lik[12],-1.32367,0.00111247,0.0401034,0.0398773,-1.39385,-1.32177,-1.26144,1313.59,1643.32,1445.09,1.00561
log_lik[13],-1.18477,0.00153565,0.0554753,0.0555402,-1.27973,-1.18333,-1.09676,1313.59,1643.32,1445.09,1.00561
log_lik[14],-1.19403,0.00150741,0.0544493,0.0544729,-1.28734,-1.19256,-1.10774,1313.59,1643.32,1445.09,1.00561
log_lik[15],-1.25769,0.00131335,0.0473997,0.0473121,-1.33964,-1.25602,-1.18322,1313.59,1643.32,1445.09,1.00561
log_lik[16],-1.25769,0.00131335,0.0473997,0.0473121,-1.33964,-1.25602,-1.18322,1313.59,1643.32,1445.09,1.00561
log_lik[17],-2.85502,0.0035782,0.130405,0.130116,-3.07708,-2.84808,-2.65201,1313.59,1643.32,1445.09,1.00561
log_lik[18],-1.21255,0.00145094,0.0523978,0.0524001,-1.30256,-1.21102,-1.1297,1313.59,1643.32,1445.09,1.00561
log_lik[19],-1.19403,0.00150741,0.0544493,0.0544729,-1.28734,-1.19256,-1.10774,1313.59,1643.32,1445.09,1.00561
log_lik[20],-1.25769,0.00131335,0.0473997,0.0473121,-1.33964,-1.25602,-1.18322,1313.59,1643.32,1445.09,1.00561
log_lik[21],-1.19403,0.00150741,0.0544493,0.0544729,-1.28734,-1.19256,-1.10774,1313.59,1643.32,1445.09,1.00561
log_lik[22],-1.37923,0.000943599,0.0339714,0.0337819,-1.4395,-1.37715,-1.32732,1313.59,1643.32,1445.09,1.00561
log_lik[23],-2.29596,0.00187013,0.0683347,0.0680443,-2.41423,-2.29086,-2.19268,1313.59,1643.32,1445.09,1.00561
log_lik[24],-2.02742,0.00105157,0.0385959,0.0378729,-2.09584,-2.0232,-1.97205,1313.59,1643.32,1445.09,1.00561
log_lik[25],-1.18477,0.00153565,0.0554753,0.0555402,-1.27973,-1.18333,-1.09676,1313.59,1643.32,1445.09,1.00561
log_lik[26],-1.96607,0.000865286,0.0318303,0.0309818,-2.0231,-1.96206,-1.92165,1313.59,1643.32,1445.09,1.00561
log_lik[27],-1.64661,0.000164543,0.00589098,0.00300123,-1.65925,-1.64426,-1.6421,1446.98,1672.69,1591.84,1.00871
log_lik[28],-1.22528,0.00141213,0.0509877,0.0509753,-1.31302,-1.22371,-1.14479,1313.59,1643.32,1445.09,1.00561
log_lik[29],-1.21255,0.00145094,0.0523978,0.0524001,-1.30256,-1.21102,-1.1297,1313.59,1643.32,1445.09,1.00561
log_lik[30],-1.35029,0.00103151,0.0371634,0.0369127,-1.41572,-1.34831,-1.29301,1313.59,1643.32,1445.09,1.00561
log_lik[31],-2.02742,0.00105157,0.0385959,0.0378729,-2.09584,-2.0232,-1.97205,1313.59,1643.32,1445.09,1.00561
log_lik[32],-2.29596,0.00187013,0.0683347,0.0680443,-2.41423,-2.29086,-2.19268,1313.59,1643.32,1445.09,1.00561
log_lik[33],-1.21255,0.00145094,0.0523978,0.0524001,-1.30256,-1.21102,-1.1297,1313.59,1643.32,1445.09,1.00561
log_lik[34],-2.85502,0.0035782,0.130405,0.130116,-3.07708,-2.84808,-2.65201,1313.59,1643.32,1445.09,1.00561
log_lik[35],-1.19403,0.00150741,0.0544493,0.0544729,-1.28734,-1.19256,-1.10774,1313.59,1643.32,1445.09,1.00561
log_lik[36],-1.19403,0.00150741,0.0544493,0.0544729,-1.28734,-1.19256,-1.10774,1313.59,1643.32,1445.09,1.00561
log_lik[37],-1.37923,0.000943599,0.0339714,0.0337819,-1.4395,-1.37715,-1.32732,1313.59,1643.32,1445.09,1.00561
log_lik[38],-1.18477,0.00153565,0.0554753,0.0555402,-1.27973,-1.18333,-1.09676,1313.59,1643.32,1445.09,1.00561
log_lik[39],-1.22528,0.00141213,0.0509877,0.0509753,-1.31302,-1.22371,-1.14479,1313.59,1643.32,1445.09,1.00561
log_lik[40],-1.74384,0.00021231,0.00809813,0.00467152,-1.75961,-1.74089,-1.73742,1623.43,1828.6,1785.95,1.00546
log_lik[41],-1.44405,0.000747178,0.0268423,0.0263625,-1.49275,-1.44176,-1.40417,1313.59,1643.32,1445.09,1.00561
