,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-101.123,0.0201181,0.748758,0.348063,-102.59,-100.834,-100.577,1560.4,1891.79,1710.96,1.00239
sigma,1.15737,0.00184331,0.0672554,0.0668823,1.04953,1.15598,1.2711,1379.84,1569.77,1512.99,1.00247
log_lik[1],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[2],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[3],-1.65256,0.000308958,0.0115809,0.00822502,-1.67653,-1.64862,-1.64215,1494.56,1938.63,1638.77,1.00113
log_lik[4],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[5],-1.65256,0.000308958,0.0115809,0.00822502,-1.67653,-1.64862,-1.64215,1494.56,1938.63,1638.77,1.00113
log_lik[6],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[7],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[8],-2.47884,0.00290291,0.106756,0.103965,-2.67126,-2.46848,-2.32052,1379.84,1569.77,1512.99,1.00232
log_lik[9],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[10],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[11],-1.15767,0.00128982,0.0471128,0.0470491,-1.23619,-1.15743,-1.08076,1379.85,1569.77,1512.99,1.00248
log_lik[12],-1.31232,0.000803588,0.029278,0.0293576,-1.36312,-1.3109,-1.26694,1379.84,1569.77,1512.99,1.00248
log_lik[13],-1.31232,0.000803588,0.029278,0.0293576,-1.36312,-1.3109,-1.26694,1379.84,1569.77,1512.99,1.00248
log_lik[14],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[15],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[16],-3.19024,0.00515486,0.18939,0.184909,-3.52769,-3.17443,-2.90439,1379.84,1569.77,1512.99,1.00235
log_lik[17],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[18],-1.77628,0.000688009,0.025426,0.0233985,-1.82548,-1.7713,-1.7439,1383.15,1569.77,1516.61,1.00196
log_lik[19],-1.10023,0.00147103,0.0537607,0.0536518,-1.18904,-1.10043,-1.01161,1379.84,1569.77,1512.99,1.00248
log_lik[20],-2.47884,0.00290291,0.106756,0.103965,-2.67126,-2.46848,-2.32052,1379.84,1569.77,1512.99,1.00232
log_lik[21],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[22],-1.77628,0.000688009,0.025426,0.0233985,-1.82548,-1.7713,-1.7439,1383.15,1569.77,1516.61,1.00196
log_lik[23],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[24],-2.3021,0.00234376,0.0862386,0.0837395,-2.45849,-2.29309,-2.17546,1379.84,1569.77,1512.99,1.00229
log_lik[25],-2.97226,0.0044647,0.164065,0.16024,-3.26526,-2.95812,-2.72548,1379.84,1569.77,1512.99,1.00234
log_lik[26],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[27],-1.2107,0.00112276,0.0409843,0.0409204,-1.27971,-1.21005,-1.14459,1379.84,1569.77,1512.99,1.00249
log_lik[28],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[29],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[30],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[31],-2.13713,0.00182222,0.0671021,0.0647019,-2.25989,-2.12939,-2.04007,1379.84,1569.77,1512.99,1.00226
log_lik[32],-1.77628,0.000688009,0.025426,0.0233985,-1.82548,-1.7713,-1.7439,1383.15,1569.77,1516.61,1.00196
log_lik[33],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[34],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[35],-1.31232,0.000803588,0.029278,0.0293576,-1.36312,-1.3109,-1.26694,1379.84,1569.77,1512.99,1.00248
log_lik[36],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[37],-1.11643,0.0014199,0.0518849,0.0518046,-1.20234,-1.11651,-1.03111,1379.84,1569.77,1512.99,1.00246
log_lik[38],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[39],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[40],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[41],-1.31232,0.000803588,0.029278,0.0293576,-1.36312,-1.3109,-1.26694,1379.84,1569.77,1512.99,1.00248
log_lik[42],-2.13713,0.00182222,0.0671021,0.0647019,-2.25989,-2.12939,-2.04007,1379.84,1569.77,1512.99,1.00226
log_lik[43],-1.08697,0.00151287,0.0552957,0.0551555,-1.17816,-1.08728,-0.99565,1379.84,1569.77,1512.98,1.00247
log_lik[44],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[45],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[46],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[47],-1.11643,0.0014199,0.0518849,0.0518046,-1.20234,-1.11651,-1.03111,1379.84,1569.77,1512.99,1.00246
log_lik[48],-4.04598,0.00786459,0.288824,0.28223,-4.55788,-4.02362,-3.60673,1379.84,1569.77,1512.99,1.00236
log_lik[49],-2.3021,0.00234376,0.0862386,0.0837395,-2.45849,-2.29309,-2.17546,1379.84,1569.77,1512.99,1.00229
log_lik[50],-1.08697,0.00151287,0.0552957,0.0551555,-1.17816,-1.08728,-0.99565,1379.84,1569.77,1512.98,1.00247
log_lik[51],-1.11643,0.0014199,0.0518849,0.0518046,-1.20234,-1.11651,-1.03111,1379.84,1569.77,1512.99,1.00246
log_lik[52],-1.08697,0.00151287,0.0552957,0.0551555,-1.17816,-1.08728,-0.99565,1379.84,1569.77,1512.98,1.00247
log_lik[53],-1.31232,0.000803588,0.029278,0.0293576,-1.36312,-1.3109,-1.26694,1379.84,1569.77,1512.99,1.00248
log_lik[54],-2.97226,0.0044647,0.164065,0.16024,-3.26526,-2.95812,-2.72548,1379.84,1569.77,1512.99,1.00234
log_lik[55],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[56],-1.31232,0.000803588,0.029278,0.0293576,-1.36312,-1.3109,-1.26694,1379.84,1569.77,1512.99,1.00248
log_lik[57],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[58],-3.19024,0.00515486,0.18939,0.184909,-3.52769,-3.17443,-2.90439,1379.84,1569.77,1512.99,1.00235
log_lik[59],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[60],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[61],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[62],-1.24163,0.00102544,0.0374146,0.037405,-1.30509,-1.24074,-1.18183,1379.84,1569.77,1512.99,1.00247
log_lik[63],-1.48907,0.000264269,0.00955417,0.00804466,-1.50818,-1.48633,-1.47967,1382.66,1569.77,1516.07,1.00164
log_lik[64],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[65],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[66],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[67],-1.08697,0.00151287,0.0552957,0.0551555,-1.17816,-1.08728,-0.99565,1379.84,1569.77,1512.98,1.00247
log_lik[68],-1.24163,0.00102544,0.0374146,0.037405,-1.30509,-1.24074,-1.18183,1379.84,1569.77,1512.99,1.00247
log_lik[69],-1.31232,0.000803588,0.029278,0.0293576,-1.36312,-1.3109,-1.26694,1379.84,1569.77,1512.99,1.00248
log_lik[70],-1.59512,0.000158504,0.00606541,0.00275512,-1.60803,-1.5928,-1.59081,1745.72,1890.08,1914.17,1.00185
log_lik[71],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[72],-2.97226,0.0044647,0.164065,0.16024,-3.26526,-2.95812,-2.72548,1379.84,1569.77,1512.99,1.00234
log_lik[73],-1.77628,0.000688009,0.025426,0.0233985,-1.82548,-1.7713,-1.7439,1383.15,1569.77,1516.61,1.00196
log_lik[74],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[75],-1.24163,0.00102544,0.0374146,0.037405,-1.30509,-1.24074,-1.18183,1379.84,1569.77,1512.99,1.00247
log_lik[76],-1.08697,0.00151287,0.0552957,0.0551555,-1.17816,-1.08728,-0.99565,1379.84,1569.77,1512.98,1.00247
log_lik[77],-1.11643,0.0014199,0.0518849,0.0518046,-1.20234,-1.11651,-1.03111,1379.84,1569.77,1512.99,1.00246
log_lik[78],-1.3948,0.000546858,0.0198685,0.0197751,-1.43081,-1.39275,-1.36623,1379.84,1569.77,1512.99,1.00235
log_lik[79],-1.07666,0.00154541,0.0564899,0.0563813,-1.1697,-1.07704,-0.983238,1379.85,1569.77,1512.99,1.00249
log_lik[80],-1.59512,0.000158504,0.00606541,0.00275512,-1.60803,-1.5928,-1.59081,1745.72,1890.08,1914.17,1.00185
log_lik[81],-1.06488,0.00158262,0.0578549,0.0577224,-1.16003,-1.06535,-0.969053,1379.84,1569.77,1512.98,1.00246
log_lik[82],-1.77628,0.000688009,0.025426,0.0233985,-1.82548,-1.7713,-1.7439,1383.15,1569.77,1516.61,1.00196
log_lik[83],-2.3021,0.00234376,0.0862386,0.0837395,-2.45849,-2.29309,-2.17546,1379.84,1569.77,1512.99,1.00229
log_lik[84],-1.15767,0.00128982,0.0471128,0.0470491,-1.23619,-1.15743,-1.08076,1379.85,1569.77,1512.99,1.00248
