,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-82.6287,0.0174965,0.731566,0.31109,-84.0937,-82.3491,-82.1183,1922.55,2207.77,2140.93,1.0007
sigma,1.03223,0.00176675,0.0587155,0.0578282,0.941012,1.02994,1.1348,1151.96,1736.07,1282.81,1.0013
log_lik[1],-1.4839,0.000133798,0.00586161,0.00283584,-1.49606,-1.48162,-1.47958,1975.98,2539.32,2200.42,1.00057
log_lik[2],-3.62142,0.00719362,0.244113,0.242714,-4.04312,-3.60716,-3.23548,1151.96,1736.07,1282.81,1.00115
log_lik[3],-1.0675,0.00130053,0.0433043,0.0429182,-1.14246,-1.06628,-0.999302,1151.97,1736.07,1282.81,1.00128
log_lik[4],-1.84478,0.00129283,0.0445501,0.0438586,-1.92568,-1.83959,-1.77947,1151.96,1736.07,1282.81,1.00114
log_lik[5],-1.84478,0.00129283,0.0445501,0.0438586,-1.92568,-1.83959,-1.77947,1151.96,1736.07,1282.81,1.00114
log_lik[6],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[7],-2.50547,0.00348593,0.118689,0.117875,-2.7131,-2.4969,-2.32092,1151.96,1736.07,1282.81,1.00115
log_lik[8],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[9],-1.13413,0.00107985,0.0358629,0.0354167,-1.19706,-1.13256,-1.07871,1151.97,1736.07,1282.81,1.0013
log_lik[10],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[11],-2.01504,0.00185745,0.063624,0.0628989,-2.1286,-2.00898,-1.919,1151.96,1736.07,1282.81,1.00114
log_lik[12],-1.68933,0.00077772,0.0272191,0.0262001,-1.74041,-1.68493,-1.65206,1152.03,1736.07,1282.88,1.00119
log_lik[13],-1.4839,0.000133798,0.00586161,0.00283584,-1.49606,-1.48162,-1.47958,1975.98,2539.32,2200.42,1.00057
log_lik[14],-3.62142,0.00719362,0.244113,0.242714,-4.04312,-3.60716,-3.23548,1151.96,1736.07,1282.81,1.00115
log_lik[15],-1.84478,0.00129283,0.0445501,0.0438586,-1.92568,-1.83959,-1.77947,1151.96,1736.07,1282.81,1.00114
log_lik[16],-3.34752,0.00628352,0.213324,0.212328,-3.71668,-3.33466,-3.01101,1151.97,1736.07,1282.81,1.00115
log_lik[17],-3.34752,0.00628352,0.213324,0.212328,-3.71668,-3.33466,-3.01101,1151.97,1736.07,1282.81,1.00115
log_lik[18],-0.978671,0.00159273,0.0532477,0.052816,-1.06966,-0.9779,-0.89343,1151.96,1736.07,1282.81,1.00126
log_lik[19],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[20],-1.17299,0.000951281,0.0315328,0.0311901,-1.22891,-1.17123,-1.12502,1151.96,1736.07,1282.81,1.00131
log_lik[21],-2.01504,0.00185745,0.063624,0.0628989,-2.1286,-2.00898,-1.919,1151.96,1736.07,1282.81,1.00114
log_lik[22],-1.0675,0.00130053,0.0433043,0.0429182,-1.14246,-1.06628,-0.999302,1151.97,1736.07,1282.81,1.00128
log_lik[23],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[24],-1.4839,0.000133798,0.00586161,0.00283584,-1.49606,-1.48162,-1.47958,1975.98,2539.32,2200.42,1.00057
log_lik[25],-1.68933,0.00077772,0.0272191,0.0262001,-1.74041,-1.68493,-1.65206,1152.03,1736.07,1282.88,1.00119
log_lik[26],-1.36546,0.000321625,0.0105778,0.00891739,-1.38664,-1.36272,-1.35458,1141.93,1736.07,1271.63,1.00104
log_lik[27],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[28],-0.965716,0.00163569,0.0546992,0.0542461,-1.05904,-0.965012,-0.87799,1151.96,1736.07,1282.81,1.00125
log_lik[29],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[30],-1.0675,0.00130053,0.0433043,0.0429182,-1.14246,-1.06628,-0.999302,1151.97,1736.07,1282.81,1.00128
log_lik[31],-1.36546,0.000321625,0.0105778,0.00891739,-1.38664,-1.36272,-1.35458,1141.93,1736.07,1271.63,1.00104
log_lik[32],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[33],-0.965716,0.00163569,0.0546992,0.0542461,-1.05904,-0.965012,-0.87799,1151.96,1736.07,1282.81,1.00125
log_lik[34],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[35],-1.36546,0.000321625,0.0105778,0.00891739,-1.38664,-1.36272,-1.35458,1141.93,1736.07,1271.63,1.00104
log_lik[36],-1.4839,0.000133798,0.00586161,0.00283584,-1.49606,-1.48162,-1.47958,1975.98,2539.32,2200.42,1.00057
log_lik[37],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[38],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[39],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[40],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[41],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[42],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[43],-2.72755,0.00422367,0.143643,0.142795,-2.97778,-2.71785,-2.50292,1151.96,1736.07,1282.81,1.00115
log_lik[44],-0.965716,0.00163569,0.0546992,0.0542461,-1.05904,-0.965012,-0.87799,1151.96,1736.07,1282.81,1.00125
log_lik[45],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[46],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[47],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[48],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[49],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[50],-1.68933,0.00077772,0.0272191,0.0262001,-1.74041,-1.68493,-1.65206,1152.03,1736.07,1282.88,1.00119
log_lik[51],-0.978671,0.00159273,0.0532477,0.052816,-1.06966,-0.9779,-0.89343,1151.96,1736.07,1282.81,1.00126
log_lik[52],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[53],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[54],-1.68933,0.00077772,0.0272191,0.0262001,-1.74041,-1.68493,-1.65206,1152.03,1736.07,1282.88,1.00119
log_lik[55],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[56],-1.4839,0.000133798,0.00586161,0.00283584,-1.49606,-1.48162,-1.47958,1975.98,2539.32,2200.42,1.00057
log_lik[57],-1.17299,0.000951281,0.0315328,0.0311901,-1.22891,-1.17123,-1.12502,1151.96,1736.07,1282.81,1.00131
log_lik[58],-1.36546,0.000321625,0.0105778,0.00891739,-1.38664,-1.36272,-1.35458,1141.93,1736.07,1271.63,1.00104
log_lik[59],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[60],-1.68933,0.00077772,0.0272191,0.0262001,-1.74041,-1.68493,-1.65206,1152.03,1736.07,1282.88,1.00119
log_lik[61],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[62],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[63],-1.36546,0.000321625,0.0105778,0.00891739,-1.38664,-1.36272,-1.35458,1141.93,1736.07,1271.63,1.00104
log_lik[64],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
log_lik[65],-2.50547,0.00348593,0.118689,0.117875,-2.7131,-2.4969,-2.32092,1151.96,1736.07,1282.81,1.00115
log_lik[66],-0.978671,0.00159273,0.0532477,0.052816,-1.06966,-0.9779,-0.89343,1151.96,1736.07,1282.81,1.00126
log_lik[67],-2.2982,0.00279748,0.0954058,0.0947857,-2.46607,-2.29069,-2.15105,1151.96,1736.07,1282.81,1.00114
log_lik[68],-1.4839,0.000133798,0.00586161,0.00283584,-1.49606,-1.48162,-1.47958,1975.98,2539.32,2200.42,1.00057
log_lik[69],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[70],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[71],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[72],-1.68933,0.00077772,0.0272191,0.0262001,-1.74041,-1.68493,-1.65206,1152.03,1736.07,1282.88,1.00119
log_lik[73],-0.950911,0.00168478,0.0563582,0.0559143,-1.04691,-0.950282,-0.860345,1151.97,1736.07,1282.81,1.00124
log_lik[74],-1.26182,0.000658328,0.0216949,0.021101,-1.30171,-1.25961,-1.2309,1151.97,1736.07,1282.82,1.00131
