,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-182.77,0.0313127,0.873597,0.398656,-184.581,-182.414,-182.125,1037.04,918.977,1133.37,1.00241
sigma,1.85177,0.00251796,0.0790617,0.0829143,1.71323,1.85583,1.97452,906.483,900.055,990.691,1.00149
log_lik[1],-1.86408,0.000462819,0.0142045,0.0154684,-1.88782,-1.86392,-1.8406,906.485,900.055,990.694,1.00149
log_lik[2],-1.69969,0.000910036,0.0285663,0.0300307,-1.74404,-1.70116,-1.64963,906.482,900.055,990.691,1.00149
log_lik[3],-1.53932,0.00134771,0.0426497,0.044102,-1.60377,-1.54238,-1.46331,906.481,900.055,990.69,1.00149
log_lik[4],-1.74093,0.000797617,0.0249514,0.0263814,-1.78011,-1.74199,-1.69754,906.481,900.055,990.69,1.00149
log_lik[5],-3.08296,0.00287398,0.0933507,0.0922297,-3.25663,-3.07068,-2.95388,906.481,900.055,990.69,1.00149
log_lik[6],-1.53932,0.00134771,0.0426497,0.044102,-1.60377,-1.54238,-1.46331,906.481,900.055,990.69,1.00149
log_lik[7],-1.53932,0.00134771,0.0426497,0.044102,-1.60377,-1.54238,-1.46331,906.481,900.055,990.69,1.00149
log_lik[8],-1.86408,0.000462819,0.0142045,0.0154684,-1.88782,-1.86392,-1.8406,906.485,900.055,990.694,1.00149
log_lik[9],-1.86408,0.000462819,0.0142045,0.0154684,-1.88782,-1.86392,-1.8406,906.485,900.055,990.694,1.00149
log_lik[10],-1.54332,0.00133677,0.0422973,0.0437497,-1.60728,-1.54635,-1.46796,906.482,900.055,990.691,1.00149
log_lik[11],-1.74093,0.000797617,0.0249514,0.0263814,-1.78011,-1.74199,-1.69754,906.481,900.055,990.69,1.00149
log_lik[12],-2.69404,0.00181129,0.0591312,0.057891,-2.8048,-2.68563,-2.61372,906.481,900.055,990.69,1.00149
log_lik[13],-1.53932,0.00134771,0.0426497,0.044102,-1.60377,-1.54238,-1.46331,906.481,900.055,990.69,1.00149
log_lik[14],-1.69969,0.000910036,0.0285663,0.0300307,-1.74404,-1.70116,-1.64963,906.482,900.055,990.691,1.00149
log_lik[15],-1.54848,0.00132269,0.0418443,0.043301,-1.61179,-1.55145,-1.47395,906.482,900.055,990.691,1.00149
log_lik[16],-3.52802,0.00409031,0.132521,0.13142,-3.77366,-3.51131,-3.34313,906.481,900.055,990.689,1.00149
log_lik[17],-1.63096,0.00109754,0.0345985,0.0361167,-1.68392,-1.63311,-1.56977,906.482,900.055,990.691,1.00149
log_lik[18],-1.69969,0.000910036,0.0285663,0.0300307,-1.74404,-1.70116,-1.64963,906.482,900.055,990.691,1.00149
log_lik[19],-1.86408,0.000462819,0.0142045,0.0154684,-1.88782,-1.86392,-1.8406,906.485,900.055,990.694,1.00149
log_lik[20],-2.69404,0.00181129,0.0591312,0.057891,-2.8048,-2.68563,-2.61372,906.481,900.055,990.69,1.00149
log_lik[21],-2.59323,0.00153593,0.0502655,0.0490667,-2.68769,-2.58582,-2.52555,906.481,900.055,990.69,1.00149
log_lik[22],-1.53473,0.00136023,0.0430524,0.0445028,-1.59976,-1.53784,-1.45798,906.482,900.055,990.691,1.00149
log_lik[23],-2.45061,0.00114651,0.0377301,0.0362207,-2.522,-2.44462,-2.40081,906.481,900.055,990.69,1.00149
log_lik[24],-4.75606,0.00744692,0.240622,0.240271,-5.20034,-4.72715,-4.4172,906.481,900.055,990.689,1.00149
log_lik[25],-1.55478,0.00130549,0.0412906,0.0427619,-1.6173,-1.55769,-1.48127,906.482,900.055,990.691,1.00149
log_lik[26],-1.60347,0.00117258,0.0370131,0.0384919,-1.65988,-1.60589,-1.53783,906.483,900.055,990.692,1.00149
log_lik[27],-4.75606,0.00744692,0.240622,0.240271,-5.20034,-4.72715,-4.4172,906.481,900.055,990.689,1.00149
log_lik[28],-2.15792,0.000349992,0.0121371,0.00998998,-2.18197,-2.15483,-2.14481,906.478,900.055,990.686,1.00149
log_lik[29],-2.69404,0.00181129,0.0591312,0.057891,-2.8048,-2.68563,-2.61372,906.481,900.055,990.69,1.00149
log_lik[30],-1.59144,0.00120541,0.0380697,0.0395186,-1.64936,-1.59398,-1.52386,906.482,900.055,990.691,1.00149
log_lik[31],-1.53932,0.00134771,0.0426497,0.044102,-1.60377,-1.54238,-1.46331,906.481,900.055,990.69,1.00149
log_lik[32],-2.69404,0.00181129,0.0591312,0.057891,-2.8048,-2.68563,-2.61372,906.481,900.055,990.69,1.00149
log_lik[33],-2.69404,0.00181129,0.0591312,0.057891,-2.8048,-2.68563,-2.61372,906.481,900.055,990.69,1.00149
log_lik[34],-1.59144,0.00120541,0.0380697,0.0395186,-1.64936,-1.59398,-1.52386,906.482,900.055,990.691,1.00149
log_lik[35],-1.66304,0.00101002,0.0317826,0.0333097,-1.71198,-1.66487,-1.60704,906.482,900.055,990.691,1.00149
log_lik[36],-1.60347,0.00117258,0.0370131,0.0384919,-1.65988,-1.60589,-1.53783,906.483,900.055,990.692,1.00149
log_lik[37],-1.53473,0.00136023,0.0430524,0.0445028,-1.59976,-1.53784,-1.45798,906.482,900.055,990.691,1.00149
log_lik[38],-1.69969,0.000910036,0.0285663,0.0300307,-1.74404,-1.70116,-1.64963,906.482,900.055,990.691,1.00149
log_lik[39],-1.54332,0.00133677,0.0422973,0.0437497,-1.60728,-1.54635,-1.46796,906.482,900.055,990.691,1.00149
log_lik[40],-1.60347,0.00117258,0.0370131,0.0384919,-1.65988,-1.60589,-1.53783,906.483,900.055,990.692,1.00149
