,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-98.5291,0.0402485,1.39523,1.15741,-101.179,-98.1828,-96.9983,1360.94,1530.68,781.698,1.00139
w_direct,0.128284,0.000915842,0.0454675,0.042793,0.0619883,0.124438,0.209026,2321.68,1549.91,1333.53,1.00167
w_social,0.0411419,0.000422249,0.0212752,0.0211001,0.00984382,0.0391554,0.0790822,1977.13,1162.15,1135.63,1.00062
sigma,1.09476,0.00123547,0.0630434,0.0624497,0.996928,1.0917,1.20187,2699.79,1933.66,1550.71,1.00032
mu[1],4.94903,0.0028271,0.139932,0.145791,4.72857,4.94414,5.18687,2236.6,1270.65,1284.66,1.0005
mu[2],4.50423,0.00169335,0.0803979,0.0813002,4.3692,4.50713,4.63131,2144.04,1879.95,1231.5,1.0007
mu[3],5.22437,0.0030521,0.15268,0.153516,4.98027,5.22033,5.48063,2497.7,2734.23,1434.63,1.001
mu[4],3.77563,0.0030521,0.15268,0.153516,3.51937,3.77967,4.01973,2497.7,2734.23,1434.63,1.001
mu[5],3.77563,0.0030521,0.15268,0.153516,3.51937,3.77967,4.01973,2497.7,2734.23,1434.63,1.001
mu[6],4.31785,0.000713872,0.0350626,0.0336555,4.25916,4.31825,4.37569,2463.67,2199.35,1415.09,1.00139
mu[7],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[8],3.77563,0.0030521,0.15268,0.153516,3.51937,3.77967,4.01973,2497.7,2734.23,1434.63,1.001
mu[9],4.50423,0.00169335,0.0803979,0.0813002,4.3692,4.50713,4.63131,2144.04,1879.95,1231.5,1.0007
mu[10],4.86007,0.00200768,0.0998497,0.103846,4.70311,4.85726,5.02934,2317.61,1472.32,1331.19,1.00069
mu[11],5.22437,0.0030521,0.15268,0.153516,4.98027,5.22033,5.48063,2497.7,2734.23,1434.63,1.001
mu[12],4.94903,0.0028271,0.139932,0.145791,4.72857,4.94414,5.18687,2236.6,1270.65,1284.66,1.0005
mu[13],4.77958,0.00293047,0.137468,0.136655,4.55138,4.78305,5.00474,2264.08,1964.2,1300.45,1.00041
mu[14],3.95355,0.00214162,0.105188,0.100966,3.77748,3.95475,4.12708,2463.67,2199.35,1415.09,1.00139
mu[15],4.13146,0.002406,0.113105,0.112542,3.94748,4.13085,4.31789,2317.0,1492.66,1330.84,1.0008
mu[16],4.13146,0.002406,0.113105,0.112542,3.94748,4.13085,4.31789,2317.0,1492.66,1330.84,1.0008
mu[17],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[18],3.77563,0.0030521,0.15268,0.153516,3.51937,3.77967,4.01973,2497.7,2734.23,1434.63,1.001
mu[19],4.86854,0.002406,0.113105,0.112542,4.68211,4.86915,5.05252,2317.0,1492.66,1330.84,1.0008
mu[20],4.31785,0.000713872,0.0350626,0.0336555,4.25916,4.31825,4.37569,2463.67,2199.35,1415.09,1.00139
mu[21],4.50423,0.00169335,0.0803979,0.0813002,4.3692,4.50713,4.63131,2144.04,1879.95,1231.5,1.0007
mu[22],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[23],3.95355,0.00214162,0.105188,0.100966,3.77748,3.95475,4.12708,2463.67,2199.35,1415.09,1.00139
mu[24],3.77563,0.0030521,0.15268,0.153516,3.51937,3.77967,4.01973,2497.7,2734.23,1434.63,1.001
mu[25],4.68215,0.000713872,0.0350626,0.0336555,4.62431,4.68175,4.74084,2463.67,2199.35,1415.09,1.00139
mu[26],3.85612,0.00387466,0.182506,0.180355,3.55893,3.85423,4.15743,2331.26,1560.57,1339.04,1.00105
mu[27],4.77958,0.00293047,0.137468,0.136655,4.55138,4.78305,5.00474,2264.08,1964.2,1300.45,1.00041
mu[28],4.31785,0.000713872,0.0350626,0.0336555,4.25916,4.31825,4.37569,2463.67,2199.35,1415.09,1.00139
mu[29],4.22042,0.00293047,0.137468,0.136655,3.99526,4.21695,4.44862,2264.08,1964.2,1300.45,1.00041
mu[30],4.77958,0.00293047,0.137468,0.136655,4.55138,4.78305,5.00474,2264.08,1964.2,1300.45,1.00041
mu[31],4.22042,0.00293047,0.137468,0.136655,3.99526,4.21695,4.44862,2264.08,1964.2,1300.45,1.00041
mu[32],4.49577,0.00169335,0.0803979,0.0813002,4.36869,4.49287,4.6308,2144.04,1879.95,1231.5,1.0007
mu[33],3.77563,0.0030521,0.15268,0.153516,3.51937,3.77967,4.01973,2497.7,2734.23,1434.63,1.001
mu[34],4.68215,0.000713872,0.0350626,0.0336555,4.62431,4.68175,4.74084,2463.67,2199.35,1415.09,1.00139
mu[35],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[36],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[37],3.85612,0.00387466,0.182506,0.180355,3.55893,3.85423,4.15743,2331.26,1560.57,1339.04,1.00105
mu[38],4.13993,0.00200768,0.0998497,0.103846,3.97066,4.14274,4.29689,2317.61,1472.32,1331.19,1.00069
mu[39],4.86854,0.002406,0.113105,0.112542,4.68211,4.86915,5.05252,2317.0,1492.66,1330.84,1.0008
mu[40],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[41],4.31785,0.000713872,0.0350626,0.0336555,4.25916,4.31825,4.37569,2463.67,2199.35,1415.09,1.00139
mu[42],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[43],5.22437,0.0030521,0.15268,0.153516,4.98027,5.22033,5.48063,2497.7,2734.23,1434.63,1.001
mu[44],4.58472,0.00250232,0.119673,0.123584,4.39561,4.5798,4.78681,2083.13,1415.82,1196.51,1.0008
mu[45],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[46],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[47],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[48],4.86007,0.00200768,0.0998497,0.103846,4.70311,4.85726,5.02934,2317.61,1472.32,1331.19,1.00069
mu[49],3.76716,0.00356831,0.170167,0.167989,3.48782,3.76453,4.0488,2368.81,1549.85,1360.6,1.00179
mu[50],4.49577,0.00169335,0.0803979,0.0813002,4.36869,4.49287,4.6308,2144.04,1879.95,1231.5,1.0007
mu[51],4.77958,0.00293047,0.137468,0.136655,4.55138,4.78305,5.00474,2264.08,1964.2,1300.45,1.00041
mu[52],4.86007,0.00200768,0.0998497,0.103846,4.70311,4.85726,5.02934,2317.61,1472.32,1331.19,1.00069
mu[53],4.77958,0.00293047,0.137468,0.136655,4.55138,4.78305,5.00474,2264.08,1964.2,1300.45,1.00041
mu[54],4.05097,0.0028271,0.139932,0.145791,3.81313,4.05586,4.27143,2236.6,1270.65,1284.66,1.0005
mu[55],4.22042,0.00293047,0.137468,0.136655,3.99526,4.21695,4.44862,2264.08,1964.2,1300.45,1.00041
mu[56],4.58472,0.00250232,0.119673,0.123584,4.39561,4.5798,4.78681,2083.13,1415.82,1196.51,1.0008
mu[57],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[58],4.13146,0.002406,0.113105,0.112542,3.94748,4.13085,4.31789,2317.0,1492.66,1330.84,1.0008
mu[59],5.22437,0.0030521,0.15268,0.153516,4.98027,5.22033,5.48063,2497.7,2734.23,1434.63,1.001
mu[60],5.04645,0.00214162,0.105188,0.100966,4.87292,5.04525,5.22252,2463.67,2199.35,1415.09,1.00139
mu[61],4.94903,0.0028271,0.139932,0.145791,4.72857,4.94414,5.18687,2236.6,1270.65,1284.66,1.0005
