,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-91.9945,0.0329557,1.30625,1.09527,-94.5385,-91.6848,-90.5244,1686.52,2184.4,920.086,1.00226
w_direct,0.23361,0.00131531,0.0709991,0.0671807,0.135429,0.225102,0.363802,3105.7,2510.49,1694.33,1.0039
w_social,0.0140948,0.00021857,0.012303,0.0104335,0.000936844,0.010759,0.0384267,2212.85,1505.85,1207.23,1.00282
sigma,1.04483,0.00120105,0.061012,0.0613152,0.951947,1.04184,1.14876,2650.77,2143.75,1446.14,1.00127
mu[1],3.86991,0.00190362,0.108676,0.106644,3.69185,3.86823,4.04926,3283.77,2429.73,1791.47,1.00281
mu[2],4.72731,0.000650772,0.0357691,0.0366356,4.66982,4.72691,4.78624,3039.95,2561.26,1658.46,1.0032
mu[3],3.36347,0.00325386,0.178845,0.183178,3.06882,3.36543,3.65088,3039.95,2561.26,1658.46,1.0032
mu[4],4.80505,0.00142342,0.0783669,0.0731067,4.70125,4.79214,4.95333,2828.93,2724.72,1543.34,1.00334
mu[5],5.55878,0.00315964,0.179637,0.17785,5.26169,5.56048,5.85288,3254.45,2387.5,1775.48,1.00316
mu[6],4.64956,0.00113432,0.0679359,0.0634952,4.52599,4.65875,4.74409,3524.41,2833.44,1922.75,0.999903
mu[7],3.81808,0.00195232,0.107307,0.109907,3.64129,3.81926,3.99053,3039.95,2561.26,1658.46,1.0032
mu[8],3.76625,0.00225357,0.121912,0.120376,3.55143,3.77163,3.95448,2982.31,2676.46,1627.01,1.00346
mu[9],5.18192,0.00195232,0.107307,0.109907,5.00947,5.18074,5.35871,3039.95,2561.26,1658.46,1.0032
mu[10],5.18192,0.00195232,0.107307,0.109907,5.00947,5.18074,5.35871,3039.95,2561.26,1658.46,1.0032
mu[11],4.35044,0.00113432,0.0679359,0.0634952,4.25591,4.34125,4.47401,3524.41,2833.44,1922.75,0.999903
mu[12],4.80505,0.00142342,0.0783669,0.0731067,4.70125,4.79214,4.95333,2828.93,2724.72,1543.34,1.00334
mu[13],5.18192,0.00195232,0.107307,0.109907,5.00947,5.18074,5.35871,3039.95,2561.26,1658.46,1.0032
mu[14],3.81808,0.00195232,0.107307,0.109907,3.64129,3.81926,3.99053,3039.95,2561.26,1658.46,1.0032
mu[15],4.35044,0.00113432,0.0679359,0.0634952,4.25591,4.34125,4.47401,3524.41,2833.44,1922.75,0.999903
mu[16],4.80505,0.00142342,0.0783669,0.0731067,4.70125,4.79214,4.95333,2828.93,2724.72,1543.34,1.00334
mu[17],4.27269,0.000650772,0.0357691,0.0366356,4.21376,4.27309,4.33018,3039.95,2561.26,1658.46,1.0032
mu[18],4.35044,0.00113432,0.0679359,0.0634952,4.25591,4.34125,4.47401,3524.41,2833.44,1922.75,0.999903
mu[19],5.18192,0.00195232,0.107307,0.109907,5.00947,5.18074,5.35871,3039.95,2561.26,1658.46,1.0032
mu[20],5.10417,0.00198356,0.115432,0.110611,4.91216,5.10663,5.29135,3426.74,2666.18,1869.47,1.00193
mu[21],5.23375,0.00225357,0.121912,0.120376,5.04552,5.22837,5.44857,2982.31,2676.46,1627.01,1.00346
mu[22],4.22086,0.00111673,0.0600821,0.0573209,4.10887,4.22848,4.30568,2853.58,2818.53,1556.78,1.00356
mu[23],5.63653,0.00325386,0.178845,0.183178,5.34912,5.63457,5.93118,3039.95,2561.26,1658.46,1.00321
mu[24],5.13009,0.00190362,0.108676,0.106644,4.95074,5.13177,5.30815,3283.77,2429.73,1791.47,1.00281
mu[25],4.80505,0.00142342,0.0783669,0.0731067,4.70125,4.79214,4.95333,2828.93,2724.72,1543.34,1.00334
mu[26],5.18192,0.00195232,0.107307,0.109907,5.00947,5.18074,5.35871,3039.95,2561.26,1658.46,1.0032
mu[27],5.18192,0.00195232,0.107307,0.109907,5.00947,5.18074,5.35871,3039.95,2561.26,1658.46,1.0032
mu[28],4.72731,0.000650772,0.0357691,0.0366356,4.66982,4.72691,4.78624,3039.95,2561.26,1658.46,1.0032
mu[29],4.64956,0.00113432,0.0679359,0.0634952,4.52599,4.65875,4.74409,3524.41,2833.44,1922.75,0.999903
mu[30],5.10417,0.00198356,0.115432,0.110611,4.91216,5.10663,5.29135,3426.74,2666.18,1869.47,1.00193
mu[31],4.27269,0.000650772,0.0357691,0.0366356,4.21376,4.27309,4.33018,3039.95,2561.26,1658.46,1.0032
mu[32],4.27269,0.000650772,0.0357691,0.0366356,4.21376,4.27309,4.33018,3039.95,2561.26,1658.46,1.0032
mu[33],4.67548,0.000849531,0.0509163,0.0475974,4.58692,4.67941,4.75115,3634.03,2851.16,1982.56,0.999992
mu[34],4.80505,0.00142342,0.0783669,0.0731067,4.70125,4.79214,4.95333,2828.93,2724.72,1543.34,1.00334
mu[35],4.22086,0.00111673,0.0600821,0.0573209,4.10887,4.22848,4.30568,2853.58,2818.53,1556.78,1.00356
mu[36],5.10417,0.00198356,0.115432,0.110611,4.91216,5.10663,5.29135,3426.74,2666.18,1869.47,1.00193
mu[37],3.81808,0.00195232,0.107307,0.109907,3.64129,3.81926,3.99053,3039.95,2561.26,1658.46,1.0032
mu[38],4.72731,0.000650772,0.0357691,0.0366356,4.66982,4.72691,4.78624,3039.95,2561.26,1658.46,1.0032
mu[39],4.80505,0.00142342,0.0783669,0.0731067,4.70125,4.79214,4.95333,2828.93,2724.72,1543.34,1.00334
mu[40],5.10417,0.00198356,0.115432,0.110611,4.91216,5.10663,5.29135,3426.74,2666.18,1869.47,1.00193
mu[41],4.64956,0.00113432,0.0679359,0.0634952,4.52599,4.65875,4.74409,3524.41,2833.44,1922.75,0.999903
mu[42],5.18192,0.00195232,0.107307,0.109907,5.00947,5.18074,5.35871,3039.95,2561.26,1658.46,1.0032
mu[43],5.63653,0.00325386,0.178845,0.183178,5.34912,5.63457,5.93118,3039.95,2561.26,1658.46,1.00321
mu[44],5.23375,0.00225357,0.121912,0.120376,5.04552,5.22837,5.44857,2982.31,2676.46,1627.01,1.00346
mu[45],3.81808,0.00195232,0.107307,0.109907,3.64129,3.81926,3.99053,3039.95,2561.26,1658.46,1.0032
mu[46],4.77914,0.00111673,0.0600821,0.0573209,4.69432,4.77152,4.89113,2853.58,2818.53,1556.78,1.00356
mu[47],4.77914,0.00111673,0.0600821,0.0573209,4.69432,4.77152,4.89113,2853.58,2818.53,1556.78,1.00356
mu[48],5.23375,0.00225357,0.121912,0.120376,5.04552,5.22837,5.44857,2982.31,2676.46,1627.01,1.00346
mu[49],5.10417,0.00198356,0.115432,0.110611,4.91216,5.10663,5.29135,3426.74,2666.18,1869.47,1.00193
