,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-101.937,0.0411201,1.35155,1.10949,-104.631,-101.58,-100.447,1289.45,1290.28,699.27,1.00301
w_direct,0.368737,0.00257751,0.115943,0.102779,0.219895,0.349782,0.586616,2365.28,1911.61,1282.69,1.00489
w_social,0.067083,0.000999997,0.0418703,0.0376014,0.0116641,0.0597293,0.143996,1459.49,1106.97,791.481,1.00443
sigma,1.12865,0.00127519,0.0636778,0.062913,1.02664,1.12601,1.23725,2530.53,2253.25,1372.3,1.00067
mu[1],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[2],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[3],4.97385,0.00260357,0.110039,0.114346,4.80297,4.96627,5.16178,1676.33,1563.01,909.072,1.00351
mu[4],3.29131,0.00323952,0.171334,0.173932,3.0077,3.29047,3.57469,2818.11,2562.38,1528.26,1.00261
mu[5],3.79264,0.00200188,0.106196,0.106953,3.61938,3.79231,3.968,2827.99,2598.17,1533.62,1.00267
mu[6],4.97385,0.00260357,0.110039,0.114346,4.80297,4.96627,5.16178,1676.33,1563.01,909.072,1.00351
mu[7],3.29131,0.00323952,0.171334,0.173932,3.0077,3.29047,3.57469,2818.11,2562.38,1528.26,1.00261
mu[8],3.43555,0.00397384,0.166725,0.171896,3.15153,3.44132,3.70217,1760.23,1986.17,954.572,1.00298
mu[9],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[10],4.47252,0.00268359,0.123809,0.128517,4.27866,4.46676,4.68796,1910.02,1280.2,1035.8,1.00237
mu[11],5.56445,0.00397384,0.166725,0.171896,5.29783,5.55868,5.84847,1760.23,1986.17,954.572,1.00298
mu[12],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[13],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[14],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[15],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[16],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[17],4.47252,0.00268359,0.123809,0.128517,4.27866,4.46676,4.68796,1910.02,1280.2,1035.8,1.00237
mu[18],5.97651,0.00392411,0.178379,0.176817,5.68794,5.97608,6.27914,2096.53,1769.09,1136.95,1.00496
mu[19],4.97385,0.00260357,0.110039,0.114346,4.80297,4.96627,5.16178,1676.33,1563.01,909.072,1.00351
mu[20],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[21],5.79796,0.00314583,0.161664,0.164327,5.53569,5.79717,6.06323,2670.64,2276.28,1448.28,1.00333
mu[22],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[23],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[24],3.43555,0.00397384,0.166725,0.171896,3.15153,3.44132,3.70217,1760.23,1986.17,954.572,1.00298
mu[25],4.38324,0.00170543,0.0812529,0.0822974,4.25498,4.37907,4.5264,2099.7,1632.97,1138.66,1.00165
mu[26],5.70869,0.00323952,0.171334,0.173932,5.42531,5.70953,5.9923,2818.11,2562.38,1528.26,1.00261
mu[27],5.06312,0.00360311,0.153585,0.160063,4.82405,5.05327,5.32912,1668.03,1337.56,904.574,1.00353
mu[28],4.52748,0.00268359,0.123809,0.128517,4.31204,4.53324,4.72134,1910.02,1280.2,1035.8,1.00237
mu[29],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[30],5.06312,0.00360311,0.153585,0.160063,4.82405,5.05327,5.32912,1668.03,1337.56,904.574,1.00353
mu[31],5.56445,0.00397384,0.166725,0.171896,5.29783,5.55868,5.84847,1760.23,1986.17,954.572,1.00298
mu[32],4.2047,0.000784821,0.0356759,0.0353633,4.14417,4.20478,4.26241,2096.53,1769.09,1136.95,1.00496
mu[33],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[34],5.70869,0.00323952,0.171334,0.173932,5.42531,5.70953,5.9923,2818.11,2562.38,1528.26,1.00261
mu[35],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[36],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[37],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[38],4.38324,0.00170543,0.0812529,0.0822974,4.25498,4.37907,4.5264,2099.7,1632.97,1138.66,1.00165
mu[39],4.52748,0.00268359,0.123809,0.128517,4.31204,4.53324,4.72134,1910.02,1280.2,1035.8,1.00237
mu[40],4.52748,0.00268359,0.123809,0.128517,4.31204,4.53324,4.72134,1910.02,1280.2,1035.8,1.00237
mu[41],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[42],5.06312,0.00360311,0.153585,0.160063,4.82405,5.05327,5.32912,1668.03,1337.56,904.574,1.00353
mu[43],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[44],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[45],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[46],5.97651,0.00392411,0.178379,0.176817,5.68794,5.97608,6.27914,2096.53,1769.09,1136.95,1.00496
mu[47],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[48],5.06312,0.00360311,0.153585,0.160063,4.82405,5.05327,5.32912,1668.03,1337.56,904.574,1.00353
mu[49],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[50],3.93688,0.00360311,0.153585,0.160063,3.67088,3.94673,4.17595,1668.03,1337.56,904.574,1.00353
mu[51],4.97385,0.00260357,0.110039,0.114346,4.80297,4.96627,5.16178,1676.33,1563.01,909.072,1.00351
mu[52],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[53],5.79796,0.00314583,0.161664,0.164327,5.53569,5.79717,6.06323,2670.64,2276.28,1448.28,1.00333
mu[54],3.93688,0.00360311,0.153585,0.160063,3.67088,3.94673,4.17595,1668.03,1337.56,904.574,1.00353
mu[55],4.61676,0.00170543,0.0812529,0.0822974,4.4736,4.62093,4.74502,2099.7,1632.97,1138.66,1.00165
mu[56],4.38324,0.00170543,0.0812529,0.0822974,4.25498,4.37907,4.5264,2099.7,1632.97,1138.66,1.00165
mu[57],5.97651,0.00392411,0.178379,0.176817,5.68794,5.97608,6.27914,2096.53,1769.09,1136.95,1.00496
mu[58],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[59],4.2047,0.000784821,0.0356759,0.0353633,4.14417,4.20478,4.26241,2096.53,1769.09,1136.95,1.00496
mu[60],5.97651,0.00392411,0.178379,0.176817,5.68794,5.97608,6.27914,2096.53,1769.09,1136.95,1.00496
mu[61],4.61676,0.00170543,0.0812529,0.0822974,4.4736,4.62093,4.74502,2099.7,1632.97,1138.66,1.00165
mu[62],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[63],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[64],4.2047,0.000784821,0.0356759,0.0353633,4.14417,4.20478,4.26241,2096.53,1769.09,1136.95,1.00496
mu[65],3.93688,0.00360311,0.153585,0.160063,3.67088,3.94673,4.17595,1668.03,1337.56,904.574,1.00353
mu[66],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[67],4.02615,0.00260357,0.110039,0.114346,3.83822,4.03373,4.19703,1676.33,1563.01,909.072,1.00351
mu[68],4.2047,0.000784821,0.0356759,0.0353633,4.14417,4.20478,4.26241,2096.53,1769.09,1136.95,1.00496
mu[69],4.52748,0.00268359,0.123809,0.128517,4.31204,4.53324,4.72134,1910.02,1280.2,1035.8,1.00237
mu[70],5.97651,0.00392411,0.178379,0.176817,5.68794,5.97608,6.27914,2096.53,1769.09,1136.95,1.00496
mu[71],5.56445,0.00397384,0.166725,0.171896,5.29783,5.55868,5.84847,1760.23,1986.17,954.572,1.00298
mu[72],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[73],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[74],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[75],4.38324,0.00170543,0.0812529,0.0822974,4.25498,4.37907,4.5264,2099.7,1632.97,1138.66,1.00165
mu[76],5.06312,0.00360311,0.153585,0.160063,4.82405,5.05327,5.32912,1668.03,1337.56,904.574,1.00353
mu[77],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[78],4.97385,0.00260357,0.110039,0.114346,4.80297,4.96627,5.16178,1676.33,1563.01,909.072,1.00351
mu[79],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[80],5.56445,0.00397384,0.166725,0.171896,5.29783,5.55868,5.84847,1760.23,1986.17,954.572,1.00298
mu[81],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
mu[82],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[83],4.52748,0.00268359,0.123809,0.128517,4.31204,4.53324,4.72134,1910.02,1280.2,1035.8,1.00237
mu[84],5.79796,0.00314583,0.161664,0.164327,5.53569,5.79717,6.06323,2670.64,2276.28,1448.28,1.00333
mu[85],3.79264,0.00200188,0.106196,0.106953,3.61938,3.79231,3.968,2827.99,2598.17,1533.62,1.00267
mu[86],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[87],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[88],3.29131,0.00323952,0.171334,0.173932,3.0077,3.29047,3.57469,2818.11,2562.38,1528.26,1.00261
mu[89],4.47252,0.00268359,0.123809,0.128517,4.27866,4.46676,4.68796,1910.02,1280.2,1035.8,1.00237
mu[90],3.93688,0.00360311,0.153585,0.160063,3.67088,3.94673,4.17595,1668.03,1337.56,904.574,1.00353
mu[91],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
mu[92],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[93],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[94],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
mu[95],4.47252,0.00268359,0.123809,0.128517,4.27866,4.46676,4.68796,1910.02,1280.2,1035.8,1.00237
mu[96],3.79264,0.00200188,0.106196,0.106953,3.61938,3.79231,3.968,2827.99,2598.17,1533.62,1.00267
mu[97],4.47252,0.00268359,0.123809,0.128517,4.27866,4.46676,4.68796,1910.02,1280.2,1035.8,1.00237
mu[98],5.56445,0.00397384,0.166725,0.171896,5.29783,5.55868,5.84847,1760.23,1986.17,954.572,1.00298
mu[99],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[100],4.61676,0.00170543,0.0812529,0.0822974,4.4736,4.62093,4.74502,2099.7,1632.97,1138.66,1.00165
mu[101],5.79796,0.00314583,0.161664,0.164327,5.53569,5.79717,6.06323,2670.64,2276.28,1448.28,1.00333
mu[102],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[103],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[104],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[105],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[106],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[107],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[108],4.61676,0.00170543,0.0812529,0.0822974,4.4736,4.62093,4.74502,2099.7,1632.97,1138.66,1.00165
mu[109],4.52748,0.00268359,0.123809,0.128517,4.31204,4.53324,4.72134,1910.02,1280.2,1035.8,1.00237
mu[110],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[111],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
mu[112],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[113],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
mu[114],4.2047,0.000784821,0.0356759,0.0353633,4.14417,4.20478,4.26241,2096.53,1769.09,1136.95,1.00496
mu[115],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[116],3.20204,0.00314583,0.161664,0.164327,2.93677,3.20283,3.46431,2670.64,2276.28,1448.28,1.00333
mu[117],4.61676,0.00170543,0.0812529,0.0822974,4.4736,4.62093,4.74502,2099.7,1632.97,1138.66,1.00165
mu[118],5.20736,0.00200188,0.106196,0.106953,5.032,5.20769,5.38062,2827.99,2598.17,1533.62,1.00267
mu[119],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[120],5.70869,0.00323952,0.171334,0.173932,5.42531,5.70953,5.9923,2818.11,2562.38,1528.26,1.00261
mu[121],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
mu[122],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[123],3.88191,0.00253171,0.131343,0.130483,3.66834,3.87885,4.1029,2663.0,2613.92,1444.14,1.0016
mu[124],4.38324,0.00170543,0.0812529,0.0822974,4.25498,4.37907,4.5264,2099.7,1632.97,1138.66,1.00165
mu[125],3.43555,0.00397384,0.166725,0.171896,3.15153,3.44132,3.70217,1760.23,1986.17,954.572,1.00298
mu[126],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[127],4.2047,0.000784821,0.0356759,0.0353633,4.14417,4.20478,4.26241,2096.53,1769.09,1136.95,1.00496
mu[128],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[129],3.79264,0.00200188,0.106196,0.106953,3.61938,3.79231,3.968,2827.99,2598.17,1533.62,1.00267
mu[130],4.02615,0.00260357,0.110039,0.114346,3.83822,4.03373,4.19703,1676.33,1563.01,909.072,1.00351
mu[131],3.6141,0.00235446,0.107028,0.10609,3.43252,3.61435,3.78724,2096.53,1769.09,1136.95,1.00497
mu[132],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[133],5.97651,0.00392411,0.178379,0.176817,5.68794,5.97608,6.27914,2096.53,1769.09,1136.95,1.00496
mu[134],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[135],5.06312,0.00360311,0.153585,0.160063,4.82405,5.05327,5.32912,1668.03,1337.56,904.574,1.00353
mu[136],3.79264,0.00200188,0.106196,0.106953,3.61938,3.79231,3.968,2827.99,2598.17,1533.62,1.00267
mu[137],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[138],3.79264,0.00200188,0.106196,0.106953,3.61938,3.79231,3.968,2827.99,2598.17,1533.62,1.00267
mu[139],4.2047,0.000784821,0.0356759,0.0353633,4.14417,4.20478,4.26241,2096.53,1769.09,1136.95,1.00496
mu[140],3.79264,0.00200188,0.106196,0.106953,3.61938,3.79231,3.968,2827.99,2598.17,1533.62,1.00267
mu[141],4.02615,0.00260357,0.110039,0.114346,3.83822,4.03373,4.19703,1676.33,1563.01,909.072,1.00351
mu[142],5.3859,0.00235446,0.107028,0.10609,5.21276,5.38565,5.56748,2096.53,1769.09,1136.95,1.00496
mu[143],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[144],3.02349,0.00392411,0.178379,0.176817,2.72086,3.02392,3.31206,2096.53,1769.09,1136.95,1.00497
mu[145],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
mu[146],5.11809,0.00253171,0.131343,0.130483,4.8971,5.12115,5.33166,2663.0,2613.92,1444.14,1.0016
mu[147],4.7953,0.000784821,0.0356759,0.0353633,4.73759,4.79522,4.85583,2096.53,1769.09,1136.95,1.00496
