,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-97.2157,0.0311763,1.2511,1.08849,-99.6239,-96.904,-95.7948,1702.37,2304.65,925.705,1.00067
w_direct,0.428009,0.00261371,0.115639,0.10064,0.277393,0.411894,0.648309,2447.75,1832.08,1331.02,1.00066
w_social,0.0270164,0.000509545,0.023737,0.0191554,0.00208379,0.0208378,0.0734299,1711.97,1541.04,930.922,1.00019
sigma,1.08957,0.00124303,0.0620639,0.0614698,0.992597,1.08652,1.1981,2592.54,1986.5,1409.76,1.00018
mu[1],6.0112,0.00314593,0.149942,0.149176,5.77068,6.009,6.26373,2358.29,1773.01,1282.38,1.00046
mu[2],3.52294,0.0025835,0.117479,0.113804,3.31434,3.53164,3.70036,2242.33,2028.56,1219.32,1.00041
mu[3],4.90775,0.00202959,0.0950981,0.0887693,4.78763,4.889,5.09011,2055.02,2487.8,1117.47,0.999713
mu[4],4.2681,0.000982446,0.0550237,0.051545,4.19077,4.26078,4.36879,3021.98,2815.7,1643.27,1.00104
mu[5],5.47706,0.0025835,0.117479,0.113804,5.29964,5.46836,5.68566,2242.33,2028.56,1219.32,1.00041
mu[6],5.30121,0.00187716,0.104255,0.101692,5.12242,5.30681,5.46602,3096.26,2597.96,1683.66,1.00104
mu[7],3.66362,0.00171468,0.0918278,0.0901104,3.50921,3.66257,3.81285,2890.3,2448.92,1571.67,1.001
mu[8],3.52294,0.0025835,0.117479,0.113804,3.31434,3.53164,3.70036,2242.33,2028.56,1219.32,1.00041
mu[9],3.59328,0.00188756,0.0899651,0.0895058,3.44176,3.5946,3.73759,2358.29,1773.01,1282.38,1.00046
mu[10],4.30327,0.00145175,0.0797442,0.0744009,4.19911,4.28896,4.45064,2678.52,2426.72,1456.51,1.00086
mu[11],5.30121,0.00187716,0.104255,0.101692,5.12242,5.30681,5.46602,3096.26,2597.96,1683.66,1.00104
mu[12],5.40672,0.00188756,0.0899651,0.0895058,5.26241,5.4054,5.55824,2358.29,1773.01,1282.38,1.00046
mu[13],6.0112,0.00314593,0.149942,0.149176,5.77068,6.009,6.26373,2358.29,1773.01,1282.38,1.00046
mu[14],4.80224,0.000629186,0.0299884,0.0298352,4.75414,4.8018,4.85275,2358.29,1773.01,1282.38,1.00046
