,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-148.465,0.0384027,1.40088,1.14481,-151.302,-148.089,-146.936,1422.57,1844.24,825.156,1.00399
w_direct,0.193682,0.00108996,0.0572356,0.0526268,0.112266,0.186188,0.299289,2816.3,2204.4,1633.58,1.00165
w_social,0.0319894,0.000485046,0.0256216,0.0232621,0.00251385,0.0262815,0.0826435,2023.94,1339.91,1173.98,1.00192
sigma,1.48473,0.00166817,0.0856172,0.0856926,1.34971,1.48382,1.63053,2744.54,1907.41,1591.96,1.00086
mu[1],5.58177,0.00327145,0.170925,0.167112,5.3144,5.57565,5.8747,2789.03,2229.39,1617.76,1.00059
mu[2],3.97219,0.00200038,0.110851,0.106084,3.79251,3.9678,4.15815,3173.53,2101.19,1840.79,1.00026
mu[3],4.03282,0.00248079,0.138076,0.131218,3.82232,4.02152,4.28155,3257.97,2755.22,1889.77,1.00037
mu[4],4.4049,0.00153621,0.0836423,0.080609,4.29262,4.39269,4.56269,2754.85,2722.81,1597.94,1.0013
mu[5],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[6],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[7],4.89823,0.00282829,0.147944,0.146588,4.70781,4.87247,5.18863,2272.79,1981.95,1318.32,1.00121
mu[8],3.53948,0.00303232,0.1641,0.161671,3.26495,3.54005,3.80883,2980.37,2094.72,1728.75,1.00121
mu[9],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[10],4.71635,0.000654291,0.0341851,0.0334225,4.66288,4.71513,4.77494,2789.03,2229.39,1617.77,1.00059
mu[11],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[12],4.96718,0.00248079,0.138076,0.131218,4.71845,4.97848,5.17768,3257.97,2755.22,1889.77,1.00037
mu[13],4.96718,0.00248079,0.138076,0.131218,4.71845,4.97848,5.17768,3257.97,2755.22,1889.77,1.00037
mu[14],5.02781,0.00200038,0.110851,0.106084,4.84185,5.0322,5.20749,3173.53,2101.19,1840.79,1.00026
mu[15],3.41823,0.00327145,0.170925,0.167112,3.1253,3.42435,3.6856,2789.03,2229.39,1617.76,1.00059
mu[16],3.85094,0.00196287,0.102555,0.100267,3.67518,3.85461,4.01136,2789.03,2229.39,1617.77,1.00059
mu[17],3.60011,0.00322664,0.177981,0.170302,3.30882,3.59615,3.8984,3121.61,2070.84,1810.68,1.00054
mu[18],5.02781,0.00200038,0.110851,0.106084,4.84185,5.0322,5.20749,3173.53,2101.19,1840.79,1.00026
mu[19],4.96718,0.00248079,0.138076,0.131218,4.71845,4.97848,5.17768,3257.97,2755.22,1889.77,1.00037
mu[20],4.4049,0.00153621,0.0836423,0.080609,4.29262,4.39269,4.56269,2754.85,2722.81,1597.94,1.0013
mu[21],4.16239,0.00201982,0.105134,0.102854,3.95878,4.17947,4.30103,2379.05,2168.21,1379.96,1.00098
mu[22],4.28365,0.000654291,0.0341851,0.0334225,4.22506,4.28487,4.33712,2789.03,2229.39,1617.77,1.00059
mu[23],4.03282,0.00248079,0.138076,0.131218,3.82232,4.02152,4.28155,3257.97,2755.22,1889.77,1.00037
mu[24],4.53448,0.00232801,0.125705,0.123077,4.29476,4.55561,4.6948,2497.42,2350.38,1448.62,1.00139
mu[25],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[26],4.5951,0.00153621,0.0836423,0.080609,4.43731,4.60731,4.70738,2754.85,2722.81,1597.94,1.0013
mu[27],2.98552,0.00458003,0.239295,0.233957,2.57542,2.99409,3.35985,2789.03,2229.39,1617.76,1.00059
mu[28],4.5951,0.00153621,0.0836423,0.080609,4.43731,4.60731,4.70738,2754.85,2722.81,1597.94,1.0013
mu[29],3.60011,0.00322664,0.177981,0.170302,3.30882,3.59615,3.8984,3121.61,2070.84,1810.68,1.00054
mu[30],5.58177,0.00327145,0.170925,0.167112,5.3144,5.57565,5.8747,2789.03,2229.39,1617.76,1.00059
mu[31],5.02781,0.00200038,0.110851,0.106084,4.84185,5.0322,5.20749,3173.53,2101.19,1840.79,1.00026
mu[32],5.27032,0.00303713,0.156394,0.154921,5.03992,5.25662,5.55165,2666.03,2711.45,1546.42,1.00075
mu[33],3.85094,0.00196287,0.102555,0.100267,3.67518,3.85461,4.01136,2789.03,2229.39,1617.77,1.00059
mu[34],4.16239,0.00201982,0.105134,0.102854,3.95878,4.17947,4.30103,2379.05,2168.21,1379.96,1.00098
mu[35],4.03282,0.00248079,0.138076,0.131218,3.82232,4.02152,4.28155,3257.97,2755.22,1889.77,1.00037
mu[36],5.46052,0.00303232,0.1641,0.161671,5.19117,5.45995,5.73505,2980.37,2094.72,1728.75,1.00122
mu[37],5.39989,0.00322664,0.177981,0.170302,5.1016,5.40385,5.69118,3121.61,2070.84,1810.68,1.00054
mu[38],5.39989,0.00322664,0.177981,0.170302,5.1016,5.40385,5.69118,3121.61,2070.84,1810.68,1.00054
mu[39],3.41823,0.00327145,0.170925,0.167112,3.1253,3.42435,3.6856,2789.03,2229.39,1617.76,1.00059
mu[40],4.53448,0.00232801,0.125705,0.123077,4.29476,4.55561,4.6948,2497.42,2350.38,1448.62,1.00139
mu[41],5.58177,0.00327145,0.170925,0.167112,5.3144,5.57565,5.8747,2789.03,2229.39,1617.76,1.00059
mu[42],5.58177,0.00327145,0.170925,0.167112,5.3144,5.57565,5.8747,2789.03,2229.39,1617.76,1.00059
mu[43],3.60011,0.00322664,0.177981,0.170302,3.30882,3.59615,3.8984,3121.61,2070.84,1810.68,1.00054
mu[44],4.5951,0.00153621,0.0836423,0.080609,4.43731,4.60731,4.70738,2754.85,2722.81,1597.94,1.0013
mu[45],4.53448,0.00232801,0.125705,0.123077,4.29476,4.55561,4.6948,2497.42,2350.38,1448.62,1.00139
mu[46],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[47],4.96718,0.00248079,0.138076,0.131218,4.71845,4.97848,5.17768,3257.97,2755.22,1889.77,1.00037
mu[48],5.39989,0.00322664,0.177981,0.170302,5.1016,5.40385,5.69118,3121.61,2070.84,1810.68,1.00054
mu[49],3.1674,0.00426964,0.2316,0.228834,2.78234,3.16729,3.54703,2991.99,2086.48,1735.49,1.00107
mu[50],3.41823,0.00327145,0.170925,0.167112,3.1253,3.42435,3.6856,2789.03,2229.39,1617.76,1.00059
mu[51],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[52],3.41823,0.00327145,0.170925,0.167112,3.1253,3.42435,3.6856,2789.03,2229.39,1617.76,1.00059
mu[53],4.46552,0.00232801,0.125705,0.123077,4.3052,4.44439,4.70524,2497.42,2350.38,1448.62,1.00139
mu[54],4.03282,0.00248079,0.138076,0.131218,3.82232,4.02152,4.28155,3257.97,2755.22,1889.77,1.00037
mu[55],4.10177,0.00282829,0.147944,0.146588,3.81137,4.12753,4.29219,2272.79,1981.95,1318.32,1.00121
mu[56],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[57],5.58177,0.00327145,0.170925,0.167112,5.3144,5.57565,5.8747,2789.03,2229.39,1617.76,1.00059
mu[58],4.03282,0.00248079,0.138076,0.131218,3.82232,4.02152,4.28155,3257.97,2755.22,1889.77,1.00037
mu[59],5.02781,0.00200038,0.110851,0.106084,4.84185,5.0322,5.20749,3173.53,2101.19,1840.79,1.00026
mu[60],5.27032,0.00303713,0.156394,0.154921,5.03992,5.25662,5.55165,2666.03,2711.45,1546.42,1.00075
mu[61],3.53948,0.00303232,0.1641,0.161671,3.26495,3.54005,3.80883,2980.37,2094.72,1728.75,1.00121
mu[62],3.72968,0.00303713,0.156394,0.154921,3.44835,3.74338,3.96008,2666.03,2711.45,1546.42,1.00076
mu[63],2.98552,0.00458003,0.239295,0.233957,2.57542,2.99409,3.35985,2789.03,2229.39,1617.76,1.00059
mu[64],4.83761,0.00201982,0.105134,0.102854,4.69897,4.82053,5.04122,2379.05,2168.21,1379.96,1.00098
mu[65],3.53948,0.00303232,0.1641,0.161671,3.26495,3.54005,3.80883,2980.37,2094.72,1728.75,1.00121
mu[66],3.53948,0.00303232,0.1641,0.161671,3.26495,3.54005,3.80883,2980.37,2094.72,1728.75,1.00121
mu[67],4.83761,0.00201982,0.105134,0.102854,4.69897,4.82053,5.04122,2379.05,2168.21,1379.96,1.00098
mu[68],5.58177,0.00327145,0.170925,0.167112,5.3144,5.57565,5.8747,2789.03,2229.39,1617.76,1.00059
mu[69],3.97219,0.00200038,0.110851,0.106084,3.79251,3.9678,4.15815,3173.53,2101.19,1840.79,1.00026
mu[70],4.96718,0.00248079,0.138076,0.131218,4.71845,4.97848,5.17768,3257.97,2755.22,1889.77,1.00037
mu[71],5.14906,0.00196287,0.102555,0.100267,4.98864,5.14539,5.32482,2789.03,2229.39,1617.77,1.00059
mu[72],4.89823,0.00282829,0.147944,0.146588,4.70781,4.87247,5.18863,2272.79,1981.95,1318.32,1.00121
mu[73],4.96718,0.00248079,0.138076,0.131218,4.71845,4.97848,5.17768,3257.97,2755.22,1889.77,1.00037
mu[74],3.97219,0.00200038,0.110851,0.106084,3.79251,3.9678,4.15815,3173.53,2101.19,1840.79,1.00026
mu[75],5.89323,0.00421302,0.225651,0.222568,5.52748,5.88921,6.26745,2912.58,2339.68,1689.43,1.00186
mu[76],4.03282,0.00248079,0.138076,0.131218,3.82232,4.02152,4.28155,3257.97,2755.22,1889.77,1.00037
mu[77],4.16239,0.00201982,0.105134,0.102854,3.95878,4.17947,4.30103,2379.05,2168.21,1379.96,1.00098
mu[78],3.60011,0.00322664,0.177981,0.170302,3.30882,3.59615,3.8984,3121.61,2070.84,1810.68,1.00054
mu[79],3.85094,0.00196287,0.102555,0.100267,3.67518,3.85461,4.01136,2789.03,2229.39,1617.77,1.00059
mu[80],5.8326,0.00426964,0.2316,0.228834,5.45297,5.83271,6.21766,2991.99,2086.48,1735.49,1.00107
mu[81],5.27032,0.00303713,0.156394,0.154921,5.03992,5.25662,5.55165,2666.03,2711.45,1546.42,1.00075
