,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-136.745,0.0374878,1.29662,1.14727,-139.311,-136.433,-135.285,1331.32,1527.54,734.319,1.00476
w_direct,0.240581,0.00142301,0.0699907,0.0655638,0.144206,0.23163,0.371881,2524.97,2145.44,1392.7,1.00095
w_social,0.0440565,0.000658163,0.029967,0.0291667,0.00481174,0.0393588,0.10044,1436.71,1046.12,792.447,1.00294
sigma,1.38903,0.00149945,0.0756211,0.0756515,1.2711,1.38589,1.51693,2631.25,2029.77,1451.32,1.00059
mu[1],4.9703,0.00344616,0.152593,0.159195,4.75046,4.95646,5.24332,1620.33,1321.19,893.728,1.00211
mu[2],4.89516,0.00244038,0.107904,0.111196,4.73713,4.88464,5.08681,1690.26,1410.74,932.298,1.00206
mu[3],5.23461,0.00208887,0.1008,0.10197,5.07128,5.23273,5.40661,2362.34,2156.21,1303.0,1.0014
mu[4],4.51944,0.00285704,0.131445,0.137403,4.2781,4.53069,4.70879,1840.51,1910.07,1015.17,1.0013
mu[5],5.23461,0.00208887,0.1008,0.10197,5.07128,5.23273,5.40661,2362.34,2156.21,1303.0,1.0014
mu[6],5.00918,0.00289505,0.142488,0.143015,4.76493,5.01511,5.23281,2413.87,2878.03,1331.42,1.0013
mu[7],3.99082,0.00289505,0.142488,0.143015,3.76719,3.98489,4.23507,2413.87,2878.03,1331.42,1.0013
mu[8],6.0638,0.00439889,0.223194,0.227915,5.70161,6.06255,6.44183,2583.41,2169.06,1424.94,1.00085
mu[9],3.76539,0.00208887,0.1008,0.10197,3.59339,3.76727,3.92872,2362.34,2156.21,1303.0,1.0014
mu[10],6.21409,0.00487403,0.235201,0.237929,5.83299,6.20971,6.61542,2362.34,2156.21,1303.0,1.0014
mu[11],4.25513,0.00069629,0.0336001,0.0339898,4.1978,4.25576,4.30957,2362.34,2156.21,1303.0,1.0014
mu[12],5.00918,0.00289505,0.142488,0.143015,4.76493,5.01511,5.23281,2413.87,2878.03,1331.42,1.0013
mu[13],5.00918,0.00289505,0.142488,0.143015,4.76493,5.01511,5.23281,2413.87,2878.03,1331.42,1.0013
mu[14],4.74487,0.00069629,0.0336001,0.0339898,4.69043,4.74424,4.8022,2362.34,2156.21,1303.0,1.0014
mu[15],3.61511,0.00350518,0.157097,0.159538,3.33825,3.62602,3.85518,1959.07,2296.25,1080.57,1.00188
mu[16],3.61511,0.00350518,0.157097,0.159538,3.33825,3.62602,3.85518,1959.07,2296.25,1080.57,1.00188
mu[17],5.08432,0.00220718,0.112543,0.112644,4.8975,5.08479,5.2629,2619.38,2602.19,1444.78,1.00072
mu[18],4.48056,0.00285704,0.131445,0.137403,4.29121,4.46931,4.7219,1840.51,1910.07,1015.17,1.0013
mu[19],4.74487,0.00069629,0.0336001,0.0339898,4.69043,4.74424,4.8022,2362.34,2156.21,1303.0,1.0014
mu[20],3.76539,0.00208887,0.1008,0.10197,3.59339,3.76727,3.92872,2362.34,2156.21,1303.0,1.0014
mu[21],4.25513,0.00069629,0.0336001,0.0339898,4.1978,4.25576,4.30957,2362.34,2156.21,1303.0,1.0014
mu[22],3.76539,0.00208887,0.1008,0.10197,3.59339,3.76727,3.92872,2362.34,2156.21,1303.0,1.0014
mu[23],5.23461,0.00208887,0.1008,0.10197,5.07128,5.23273,5.40661,2362.34,2156.21,1303.0,1.0014
mu[24],4.0297,0.00344616,0.152593,0.159195,3.75668,4.04354,4.24954,1620.33,1321.19,893.728,1.00211
mu[25],4.89516,0.00244038,0.107904,0.111196,4.73713,4.88464,5.08681,1690.26,1410.74,932.298,1.00206
mu[26],4.89516,0.00244038,0.107904,0.111196,4.73713,4.88464,5.08681,1690.26,1410.74,932.298,1.00206
mu[27],4.51944,0.00285704,0.131445,0.137403,4.2781,4.53069,4.70879,1840.51,1910.07,1015.17,1.0013
mu[28],3.50108,0.00350822,0.179887,0.18018,3.20923,3.50202,3.79964,2640.49,2516.98,1456.42,1.0007
mu[29],2.78591,0.00487403,0.235201,0.237929,2.38458,2.79029,3.16701,2362.34,2156.21,1303.0,1.0014
mu[30],4.40542,0.00186696,0.0874002,0.0919381,4.27824,4.39918,4.56413,1991.48,2459.47,1098.44,1.001
mu[31],4.0297,0.00344616,0.152593,0.159195,3.75668,4.04354,4.24954,1620.33,1321.19,893.728,1.00211
mu[32],4.51944,0.00285704,0.131445,0.137403,4.2781,4.53069,4.70879,1840.51,1910.07,1015.17,1.0013
mu[33],3.76539,0.00208887,0.1008,0.10197,3.59339,3.76727,3.92872,2362.34,2156.21,1303.0,1.0014
mu[34],5.72435,0.00348145,0.168001,0.169949,5.45214,5.72122,6.01101,2362.34,2156.21,1303.0,1.0014
mu[35],5.23461,0.00208887,0.1008,0.10197,5.07128,5.23273,5.40661,2362.34,2156.21,1303.0,1.0014
mu[36],5.98866,0.00449187,0.231188,0.233986,5.61101,5.98755,6.37167,2650.43,2422.71,1461.91,1.00061
mu[37],5.23461,0.00208887,0.1008,0.10197,5.07128,5.23273,5.40661,2362.34,2156.21,1303.0,1.0014
mu[38],3.76539,0.00208887,0.1008,0.10197,3.59339,3.76727,3.92872,2362.34,2156.21,1303.0,1.0014
mu[39],4.74487,0.00069629,0.0336001,0.0339898,4.69043,4.74424,4.8022,2362.34,2156.21,1303.0,1.0014
mu[40],4.9703,0.00344616,0.152593,0.159195,4.75046,4.95646,5.24332,1620.33,1321.19,893.728,1.00211
mu[41],3.99082,0.00289505,0.142488,0.143015,3.76719,3.98489,4.23507,2413.87,2878.03,1331.42,1.0013
