,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-137.038,0.0406266,1.39637,1.06176,-139.903,-136.658,-135.581,1349.9,1504.77,710.475,1.00196
w_direct,1.54532,0.0162399,0.658852,0.625994,0.672794,1.43271,2.80343,1847.28,1832.5,972.253,1.00121
w_social,0.342899,0.00486237,0.21765,0.182344,0.0768032,0.296632,0.774575,1899.6,1682.74,999.79,1.00252
sigma,1.4187,0.00168234,0.0781644,0.0765295,1.29773,1.4141,1.55231,2291.7,1876.31,1206.16,1.00271
mu[1],5.77359,0.00197509,0.0862113,0.0814644,5.61384,5.78887,5.88518,1779.63,1970.15,936.645,1.00167
mu[2],4.92453,0.000658364,0.0287371,0.0271548,4.87128,4.92962,4.96173,1779.62,1970.15,936.643,1.00167
mu[3],5.47367,0.00190468,0.116438,0.11792,5.27914,5.47733,5.66186,3691.59,2632.41,1942.94,1.00001
mu[4],3.22641,0.00197509,0.0862113,0.0814644,3.11482,3.21113,3.38616,1779.63,1970.15,936.645,1.00167
mu[5],3.22641,0.00197509,0.0862113,0.0814644,3.11482,3.21113,3.38616,1779.63,1970.15,936.645,1.00167
mu[6],4.92453,0.000658364,0.0287371,0.0271548,4.87128,4.92962,4.96173,1779.62,1970.15,936.643,1.00167
mu[7],4.37539,0.00183867,0.108313,0.109731,4.19924,4.37344,4.55484,3391.43,2107.61,1784.96,1.0013
mu[8],3.67629,0.00263041,0.163072,0.165592,3.41097,3.67385,3.94175,3797.11,2528.25,1998.48,1.00079
mu[9],5.32371,0.00263041,0.163072,0.165592,5.05825,5.32615,5.58903,3797.11,2528.25,1998.48,1.00079
mu[10],4.37539,0.00183867,0.108313,0.109731,4.19924,4.37344,4.55484,3391.43,2107.61,1784.96,1.0013
mu[11],6.62265,0.00329182,0.143685,0.135774,6.35641,6.64812,6.80863,1779.62,1970.15,936.645,1.00167
mu[12],5.47367,0.00190468,0.116438,0.11792,5.27914,5.47733,5.66186,3691.59,2632.41,1942.94,1.00001
mu[13],3.67629,0.00263041,0.163072,0.165592,3.41097,3.67385,3.94175,3797.11,2528.25,1998.48,1.00079
mu[14],4.92453,0.000658364,0.0287371,0.0271548,4.87128,4.92962,4.96173,1779.62,1970.15,936.643,1.00167
mu[15],4.92453,0.000658364,0.0287371,0.0271548,4.87128,4.92962,4.96173,1779.62,1970.15,936.643,1.00167
mu[16],3.22641,0.00197509,0.0862113,0.0814644,3.11482,3.21113,3.38616,1779.63,1970.15,936.645,1.00167
mu[17],3.52633,0.00190468,0.116438,0.11792,3.33814,3.52267,3.72086,3691.59,2632.41,1942.94,1.00001
mu[18],6.07351,0.00364062,0.16703,0.161923,5.78378,6.08033,6.34205,2157.46,1865.24,1135.51,1.00207
mu[19],7.17179,0.00380331,0.192431,0.181086,6.81235,7.19589,7.44696,2465.05,2501.14,1297.4,1.00029
mu[20],3.62559,0.00361165,0.185276,0.185577,3.31702,3.62647,3.93775,2610.88,1688.36,1374.15,1.00152
mu[21],4.92453,0.000658364,0.0287371,0.0271548,4.87128,4.92962,4.96173,1779.62,1970.15,936.643,1.00167
mu[22],2.92649,0.00364062,0.16703,0.161923,2.65795,2.91967,3.21622,2157.46,1865.24,1135.51,1.00207
mu[23],2.67727,0.00270328,0.148292,0.144062,2.45423,2.66546,2.94155,2955.11,2725.46,1555.32,1.00005
mu[24],6.17277,0.00300103,0.180651,0.182302,5.87251,6.17987,6.4608,3579.33,2686.29,1883.86,1.00009
mu[25],5.32371,0.00263041,0.163072,0.165592,5.05825,5.32615,5.58903,3797.11,2528.25,1998.48,1.00079
mu[26],2.82723,0.00300103,0.180651,0.182302,2.5392,2.82013,3.12749,3579.33,2686.29,1883.86,1.00009
mu[27],3.67629,0.00263041,0.163072,0.165592,3.41097,3.67385,3.94175,3797.11,2528.25,1998.48,1.00079
mu[28],6.07351,0.00364062,0.16703,0.161923,5.78378,6.08033,6.34205,2157.46,1865.24,1135.51,1.00207
mu[29],3.77555,0.00256257,0.128499,0.128769,3.56055,3.77486,3.99082,2517.87,1643.09,1325.2,1.00162
mu[30],7.47172,0.00460855,0.20116,0.190084,7.09897,7.50737,7.73209,1779.63,1970.15,936.645,1.00167
mu[31],6.62265,0.00329182,0.143685,0.135774,6.35641,6.64812,6.80863,1779.62,1970.15,936.645,1.00167
mu[32],5.37441,0.00361165,0.185276,0.185577,5.06225,5.37353,5.68298,2610.88,1688.36,1374.15,1.00152
mu[33],4.92453,0.000658364,0.0287371,0.0271548,4.87128,4.92962,4.96173,1779.62,1970.15,936.643,1.00167
mu[34],2.92649,0.00364062,0.16703,0.161923,2.65795,2.91967,3.21622,2157.46,1865.24,1135.51,1.00207
mu[35],3.67629,0.00263041,0.163072,0.165592,3.41097,3.67385,3.94175,3797.11,2528.25,1998.48,1.00079
mu[36],5.47367,0.00190468,0.116438,0.11792,5.27914,5.47733,5.66186,3691.59,2632.41,1942.94,1.00001
mu[37],3.77555,0.00256257,0.128499,0.128769,3.56055,3.77486,3.99082,2517.87,1643.09,1325.2,1.00162
mu[38],5.22445,0.00256257,0.128499,0.128769,5.00918,5.22514,5.43945,2517.87,1643.09,1325.2,1.00162
mu[39],3.67629,0.00263041,0.163072,0.165592,3.41097,3.67385,3.94175,3797.11,2528.25,1998.48,1.00079
mu[40],6.17277,0.00300103,0.180651,0.182302,5.87251,6.17987,6.4608,3579.33,2686.29,1883.86,1.00009
mu[41],6.17277,0.00300103,0.180651,0.182302,5.87251,6.17987,6.4608,3579.33,2686.29,1883.86,1.00009
mu[42],6.17277,0.00300103,0.180651,0.182302,5.87251,6.17987,6.4608,3579.33,2686.29,1883.86,1.00009
mu[43],5.37441,0.00361165,0.185276,0.185577,5.06225,5.37353,5.68298,2610.88,1688.36,1374.15,1.00152
mu[44],5.47367,0.00190468,0.116438,0.11792,5.27914,5.47733,5.66186,3691.59,2632.41,1942.94,1.00001
mu[45],4.07547,0.000658364,0.0287371,0.0271548,4.03827,4.07038,4.12872,1779.62,1970.15,936.643,1.00167
