,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-88.4787,0.04154,1.36014,1.13602,-91.1334,-88.1418,-86.9833,1356.26,1531.87,741.936,1.00209
w_direct,0.64194,0.00466262,0.192187,0.150053,0.413845,0.604536,0.989406,2306.5,1582.59,1261.76,1.00146
w_social,0.0812962,0.00123079,0.0524887,0.0471868,0.0138605,0.0733325,0.175824,1604.96,1251.11,877.988,1.00186
sigma,1.04251,0.00118395,0.0591697,0.0591661,0.949508,1.0401,1.14501,2590.65,2040.18,1417.2,1.00138
mu[1],5.32479,0.00227481,0.123041,0.122821,5.11261,5.32959,5.52011,2832.46,2115.5,1549.48,1.00033
mu[2],5.71381,0.0030605,0.132407,0.134945,5.50942,5.70886,5.94051,1868.9,2050.89,1022.37,1.00137
mu[3],6.03027,0.00281401,0.150794,0.150242,5.78195,6.03198,6.2762,2884.25,2543.23,1577.82,1.00038
mu[4],4.14726,0.000598552,0.0272235,0.0265269,4.10121,4.14825,4.19074,2153.79,1436.46,1178.22,1.00188
mu[5],4.69713,0.0015184,0.0769717,0.078973,4.5624,4.70125,4.81451,2308.25,1507.82,1262.72,1.00083
mu[6],5.08615,0.00295637,0.133143,0.138769,4.88305,5.07874,5.31446,1832.96,1377.15,1002.71,1.00161
mu[7],4.30287,0.0015184,0.0769717,0.078973,4.18549,4.29875,4.4376,2308.25,1507.82,1262.72,1.00083
mu[8],3.99166,0.00210563,0.093614,0.0985218,3.83088,3.99629,4.13445,1829.02,1448.02,1000.56,1.00158
mu[9],4.38068,0.00235575,0.116054,0.120383,4.2041,4.37566,4.58627,2148.94,1364.68,1175.57,1.00108
mu[10],5.32479,0.00227481,0.123041,0.122821,5.11261,5.32959,5.52011,2832.46,2115.5,1549.48,1.00033
mu[11],5.4026,0.00175356,0.0949456,0.0935558,5.24289,5.40385,5.557,2931.79,2502.18,1603.82,1.00025
mu[12],5.08615,0.00295637,0.133143,0.138769,4.88305,5.07874,5.31446,1832.96,1377.15,1002.71,1.00161
mu[13],6.10807,0.00262309,0.13429,0.133859,5.89077,6.10468,6.32903,2664.6,2200.06,1457.66,1.00082
mu[14],3.67521,0.00227481,0.123041,0.122821,3.47989,3.67041,3.88739,2832.46,2115.5,1549.48,1.00033
mu[15],4.14726,0.000598552,0.0272235,0.0265269,4.10121,4.14825,4.19074,2153.79,1436.46,1178.22,1.00188
mu[16],4.14726,0.000598552,0.0272235,0.0265269,4.10121,4.14825,4.19074,2153.79,1436.46,1178.22,1.00188
mu[17],4.85274,0.000598552,0.0272235,0.0265269,4.80926,4.85175,4.89879,2153.79,1436.46,1178.22,1.00188
mu[18],4.85274,0.000598552,0.0272235,0.0265269,4.80926,4.85175,4.89879,2153.79,1436.46,1178.22,1.00188
mu[19],6.26368,0.00299276,0.136118,0.132635,6.04628,6.25873,6.49393,2153.79,1436.46,1178.22,1.00188
mu[20],3.99166,0.00210563,0.093614,0.0985218,3.83088,3.99629,4.13445,1829.02,1448.02,1000.56,1.00158
mu[21],6.96915,0.00418987,0.190565,0.185688,6.66479,6.96222,7.2915,2153.79,1436.46,1178.22,1.00188
mu[22],4.61932,0.00235575,0.116054,0.120383,4.41373,4.62434,4.7959,2148.94,1364.68,1175.57,1.00108
mu[23],5.00834,0.00210563,0.093614,0.0985218,4.86555,5.00371,5.16912,1829.02,1448.02,1000.56,1.00158
mu[24],6.03027,0.00281401,0.150794,0.150242,5.78195,6.03198,6.2762,2884.25,2543.23,1577.82,1.00038
mu[25],3.67521,0.00227481,0.123041,0.122821,3.47989,3.67041,3.88739,2832.46,2115.5,1549.48,1.00033
mu[26],5.00834,0.00210563,0.093614,0.0985218,4.86555,5.00371,5.16912,1829.02,1448.02,1000.56,1.00158
mu[27],5.32479,0.00227481,0.123041,0.122821,5.11261,5.32959,5.52011,2832.46,2115.5,1549.48,1.00033
mu[28],5.55821,0.00179566,0.0816706,0.0795808,5.42777,5.55524,5.69636,2153.79,1436.46,1178.22,1.00188
mu[29],3.99166,0.00210563,0.093614,0.0985218,3.83088,3.99629,4.13445,1829.02,1448.02,1000.56,1.00158
mu[30],6.96915,0.00418987,0.190565,0.185688,6.66479,6.96222,7.2915,2153.79,1436.46,1178.22,1.00188
mu[31],5.55821,0.00179566,0.0816706,0.0795808,5.42777,5.55524,5.69636,2153.79,1436.46,1178.22,1.00188
mu[32],6.03027,0.00281401,0.150794,0.150242,5.78195,6.03198,6.2762,2884.25,2543.23,1577.82,1.00038
mu[33],5.32479,0.00227481,0.123041,0.122821,5.11261,5.32959,5.52011,2832.46,2115.5,1549.48,1.00033
mu[34],6.26368,0.00299276,0.136118,0.132635,6.04628,6.25873,6.49393,2153.79,1436.46,1178.22,1.00188
mu[35],5.00834,0.00210563,0.093614,0.0985218,4.86555,5.00371,5.16912,1829.02,1448.02,1000.56,1.00158
mu[36],5.55821,0.00179566,0.0816706,0.0795808,5.42777,5.55524,5.69636,2153.79,1436.46,1178.22,1.00188
mu[37],5.4026,0.00175356,0.0949456,0.0935558,5.24289,5.40385,5.557,2931.79,2502.18,1603.82,1.00025
mu[38],5.71381,0.0030605,0.132407,0.134945,5.50942,5.70886,5.94051,1868.9,2050.89,1022.37,1.00137
mu[39],2.73632,0.00299276,0.136118,0.132635,2.50607,2.74127,2.95372,2153.79,1436.46,1178.22,1.00188
mu[40],5.55821,0.00179566,0.0816706,0.0795808,5.42777,5.55524,5.69636,2153.79,1436.46,1178.22,1.00188
mu[41],6.96915,0.00418987,0.190565,0.185688,6.66479,6.96222,7.2915,2153.79,1436.46,1178.22,1.00188
mu[42],5.4026,0.00175356,0.0949456,0.0935558,5.24289,5.40385,5.557,2931.79,2502.18,1603.82,1.00025
mu[43],5.32479,0.00227481,0.123041,0.122821,5.11261,5.32959,5.52011,2832.46,2115.5,1549.48,1.00033
mu[44],4.85274,0.000598552,0.0272235,0.0265269,4.80926,4.85175,4.89879,2153.79,1436.46,1178.22,1.00188
mu[45],4.85274,0.000598552,0.0272235,0.0265269,4.80926,4.85175,4.89879,2153.79,1436.46,1178.22,1.00188
mu[46],5.00834,0.00210563,0.093614,0.0985218,4.86555,5.00371,5.16912,1829.02,1448.02,1000.56,1.00158
mu[47],6.10807,0.00262309,0.13429,0.133859,5.89077,6.10468,6.32903,2664.6,2200.06,1457.66,1.00082
mu[48],6.73574,0.00368977,0.19044,0.187333,6.42619,6.73158,7.05058,2700.94,2265.43,1477.54,1.00065
mu[49],3.99166,0.00210563,0.093614,0.0985218,3.83088,3.99629,4.13445,1829.02,1448.02,1000.56,1.00158
mu[50],4.30287,0.0015184,0.0769717,0.078973,4.18549,4.29875,4.4376,2308.25,1507.82,1262.72,1.00083
