,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-167.261,0.060285,1.47857,1.1972,-170.027,-166.894,-165.698,937.056,943.471,498.434,1.00758
w_direct,0.291327,0.00209422,0.0973278,0.0827833,0.164471,0.277568,0.469672,2605.68,2029.61,1386.0,1.00198
w_social,0.0499015,0.000882003,0.0409989,0.0361738,0.00396621,0.0411495,0.127386,1503.04,938.126,799.488,1.0067
sigma,1.6658,0.00265333,0.0920289,0.0914499,1.52145,1.66151,1.81936,1394.56,650.588,741.788,1.00508
mu[1],5.59891,0.00355204,0.194899,0.195436,5.27812,5.60193,5.91217,3028.28,2687.91,1610.79,1.00212
mu[2],3.9314,0.00278234,0.153729,0.156255,3.69643,3.92487,4.19422,3009.92,2613.85,1601.02,1.00162
mu[3],4.99201,0.00370888,0.17681,0.18381,4.75977,4.96873,5.31382,1837.11,1212.65,977.184,1.00626
mu[4],3.5533,0.00403218,0.185807,0.181922,3.2217,3.56608,3.82988,2104.14,2250.67,1119.23,1.00424
mu[5],4.76515,0.000807102,0.0389098,0.0379701,4.70147,4.76477,4.83053,2369.65,1972.55,1260.45,1.00218
mu[6],6.12921,0.00474205,0.253871,0.251652,5.71777,6.13256,6.54528,2887.74,2582.48,1536.03,1.00187
mu[7],4.46171,0.00283751,0.146258,0.150737,4.26362,4.44138,4.7251,2199.75,2014.31,1170.08,1.00377
mu[8],4.38609,0.00181831,0.0961853,0.0985533,4.25195,4.37516,4.55832,2454.51,2273.38,1305.59,1.00293
mu[9],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[10],3.32547,0.00338198,0.180073,0.178467,3.02957,3.32178,3.6149,2857.92,2464.31,1520.17,1.002
mu[11],6.20483,0.004803,0.249362,0.245291,5.7925,6.20851,6.61744,2726.88,2133.72,1450.47,1.00201
mu[12],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[13],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[14],4.99201,0.00370888,0.17681,0.18381,4.75977,4.96873,5.31382,1837.11,1212.65,977.184,1.00626
mu[15],3.17423,0.00403551,0.194549,0.189851,2.84734,3.17615,3.49267,2369.65,1972.55,1260.45,1.00218
mu[16],4.00799,0.00370888,0.17681,0.18381,3.68618,4.03127,4.24023,1837.11,1212.65,977.184,1.00626
mu[17],3.32547,0.00338198,0.180073,0.178467,3.02957,3.32178,3.6149,2857.92,2464.31,1520.17,1.002
mu[18],4.99201,0.00370888,0.17681,0.18381,4.75977,4.96873,5.31382,1837.11,1212.65,977.184,1.00626
mu[19],5.0686,0.00278234,0.153729,0.156255,4.80578,5.07513,5.30357,3009.92,2613.85,1601.02,1.00162
mu[20],4.53829,0.00283751,0.146258,0.150737,4.2749,4.55862,4.73638,2199.75,2014.31,1170.08,1.00377
mu[21],4.76515,0.000807102,0.0389098,0.0379701,4.70147,4.76477,4.83053,2369.65,1972.55,1260.45,1.00218
mu[22],5.67453,0.00338198,0.180073,0.178467,5.3851,5.67822,5.97043,2857.92,2464.31,1520.17,1.002
mu[23],2.87079,0.00474205,0.253871,0.251652,2.45472,2.86744,3.28223,2887.74,2582.48,1536.03,1.00187
mu[24],5.14422,0.00220402,0.121585,0.124118,4.94497,5.14708,5.33949,3057.79,2800.3,1626.48,1.00167
mu[25],4.76515,0.000807102,0.0389098,0.0379701,4.70147,4.76477,4.83053,2369.65,1972.55,1260.45,1.00218
mu[26],4.23485,0.000807102,0.0389098,0.0379701,4.16947,4.23523,4.29853,2369.65,1972.55,1260.45,1.00218
mu[27],4.53829,0.00283751,0.146258,0.150737,4.2749,4.55862,4.73638,2199.75,2014.31,1170.08,1.00377
mu[28],4.76515,0.000807102,0.0389098,0.0379701,4.70147,4.76477,4.83053,2369.65,1972.55,1260.45,1.00218
mu[29],2.64392,0.00564971,0.272369,0.265791,2.18627,2.64661,3.08973,2369.65,1972.55,1260.45,1.00218
mu[30],5.59891,0.00355204,0.194899,0.195436,5.27812,5.60193,5.91217,3028.28,2687.91,1610.79,1.00212
mu[31],4.61391,0.00181831,0.0961853,0.0985533,4.44168,4.62484,4.74805,2454.51,2273.38,1305.59,1.00293
mu[32],4.61391,0.00181831,0.0961853,0.0985533,4.44168,4.62484,4.74805,2454.51,2273.38,1305.59,1.00293
mu[33],3.85578,0.00220402,0.121585,0.124118,3.66051,3.85292,4.05503,3057.79,2800.3,1626.48,1.00167
mu[34],4.38609,0.00181831,0.0961853,0.0985533,4.25195,4.37516,4.55832,2454.51,2273.38,1305.59,1.00293
mu[35],4.38609,0.00181831,0.0961853,0.0985533,4.25195,4.37516,4.55832,2454.51,2273.38,1305.59,1.00293
mu[36],5.82577,0.00403551,0.194549,0.189851,5.50733,5.82385,6.15266,2369.65,1972.55,1260.45,1.00218
mu[37],2.64392,0.00564971,0.272369,0.265791,2.18627,2.64661,3.08973,2369.65,1972.55,1260.45,1.00218
mu[38],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[39],3.40109,0.00355204,0.194899,0.195436,3.08783,3.39807,3.72188,3028.28,2687.91,1610.79,1.00212
mu[40],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[41],4.23485,0.000807102,0.0389098,0.0379701,4.16947,4.23523,4.29853,2369.65,1972.55,1260.45,1.00218
mu[42],5.59891,0.00355204,0.194899,0.195436,5.27812,5.60193,5.91217,3028.28,2687.91,1610.79,1.00212
mu[43],4.00799,0.00370888,0.17681,0.18381,3.68618,4.03127,4.24023,1837.11,1212.65,977.184,1.00626
mu[44],3.17423,0.00403551,0.194549,0.189851,2.84734,3.17615,3.49267,2369.65,1972.55,1260.45,1.00218
mu[45],4.61391,0.00181831,0.0961853,0.0985533,4.44168,4.62484,4.74805,2454.51,2273.38,1305.59,1.00293
mu[46],4.53829,0.00283751,0.146258,0.150737,4.2749,4.55862,4.73638,2199.75,2014.31,1170.08,1.00377
mu[47],4.46171,0.00283751,0.146258,0.150737,4.26362,4.44138,4.7251,2199.75,2014.31,1170.08,1.00377
mu[48],5.82577,0.00403551,0.194549,0.189851,5.50733,5.82385,6.15266,2369.65,1972.55,1260.45,1.00218
mu[49],2.64392,0.00564971,0.272369,0.265791,2.18627,2.64661,3.08973,2369.65,1972.55,1260.45,1.00218
mu[50],2.64392,0.00564971,0.272369,0.265791,2.18627,2.64661,3.08973,2369.65,1972.55,1260.45,1.00218
mu[51],5.82577,0.00403551,0.194549,0.189851,5.50733,5.82385,6.15266,2369.65,1972.55,1260.45,1.00218
mu[52],3.70454,0.00242131,0.116729,0.11391,3.5084,3.70569,3.8956,2369.65,1972.55,1260.45,1.00218
mu[53],2.79517,0.004803,0.249362,0.245291,2.38256,2.79149,3.2075,2726.88,2133.72,1450.47,1.00201
mu[54],3.9314,0.00278234,0.153729,0.156255,3.69643,3.92487,4.19422,3009.92,2613.85,1601.02,1.00162
mu[55],4.00799,0.00370888,0.17681,0.18381,3.68618,4.03127,4.24023,1837.11,1212.65,977.184,1.00626
mu[56],3.17423,0.00403551,0.194549,0.189851,2.84734,3.17615,3.49267,2369.65,1972.55,1260.45,1.00218
mu[57],5.67453,0.00338198,0.180073,0.178467,5.3851,5.67822,5.97043,2857.92,2464.31,1520.17,1.002
mu[58],4.91639,0.00266996,0.125825,0.127783,4.74604,4.89959,5.14694,1895.16,1929.84,1008.07,1.0059
mu[59],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[60],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[61],5.82577,0.00403551,0.194549,0.189851,5.50733,5.82385,6.15266,2369.65,1972.55,1260.45,1.00218
mu[62],3.17423,0.00403551,0.194549,0.189851,2.84734,3.17615,3.49267,2369.65,1972.55,1260.45,1.00218
mu[63],2.87079,0.00474205,0.253871,0.251652,2.45472,2.86744,3.28223,2887.74,2582.48,1536.03,1.00187
mu[64],5.14422,0.00220402,0.121585,0.124118,4.94497,5.14708,5.33949,3057.79,2800.3,1626.48,1.00167
mu[65],4.76515,0.000807102,0.0389098,0.0379701,4.70147,4.76477,4.83053,2369.65,1972.55,1260.45,1.00218
mu[66],3.85578,0.00220402,0.121585,0.124118,3.66051,3.85292,4.05503,3057.79,2800.3,1626.48,1.00167
mu[67],2.87079,0.00474205,0.253871,0.251652,2.45472,2.86744,3.28223,2887.74,2582.48,1536.03,1.00187
mu[68],4.91639,0.00266996,0.125825,0.127783,4.74604,4.89959,5.14694,1895.16,1929.84,1008.07,1.0059
mu[69],3.32547,0.00338198,0.180073,0.178467,3.02957,3.32178,3.6149,2857.92,2464.31,1520.17,1.002
mu[70],5.14422,0.00220402,0.121585,0.124118,4.94497,5.14708,5.33949,3057.79,2800.3,1626.48,1.00167
mu[71],4.38609,0.00181831,0.0961853,0.0985533,4.25195,4.37516,4.55832,2454.51,2273.38,1305.59,1.00293
mu[72],5.29546,0.00242131,0.116729,0.11391,5.1044,5.29431,5.4916,2369.65,1972.55,1260.45,1.00218
mu[73],5.59891,0.00355204,0.194899,0.195436,5.27812,5.60193,5.91217,3028.28,2687.91,1610.79,1.00212
mu[74],4.38609,0.00181831,0.0961853,0.0985533,4.25195,4.37516,4.55832,2454.51,2273.38,1305.59,1.00293
mu[75],5.67453,0.00338198,0.180073,0.178467,5.3851,5.67822,5.97043,2857.92,2464.31,1520.17,1.002
mu[76],5.4467,0.00403218,0.185807,0.181922,5.17012,5.43392,5.7783,2104.14,2250.67,1119.23,1.00424
mu[77],5.14422,0.00220402,0.121585,0.124118,4.94497,5.14708,5.33949,3057.79,2800.3,1626.48,1.00167
mu[78],5.4467,0.00403218,0.185807,0.181922,5.17012,5.43392,5.7783,2104.14,2250.67,1119.23,1.00424
