,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-111.507,0.0402781,1.35643,1.14025,-114.137,-111.155,-110.013,1377.87,1709.8,749.655,1.00332
w_direct,0.786617,0.00792991,0.347374,0.262736,0.393561,0.704605,1.45855,2442.15,1820.63,1328.7,1.00194
w_social,0.128773,0.00188407,0.0841958,0.0653922,0.0282339,0.112321,0.289436,1969.23,1385.45,1071.4,1.00041
sigma,1.20908,0.0014552,0.0696591,0.0681754,1.10172,1.20476,1.33137,2348.89,2068.48,1277.96,1.00162
mu[1],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[2],5.81688,0.00337287,0.157899,0.157501,5.56066,5.81648,6.0859,2204.89,2379.78,1199.61,1.00138
mu[3],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[4],3.59623,0.00219122,0.121532,0.124865,3.40062,3.59304,3.80244,3080.02,2614.83,1675.74,1.00044
mu[5],6.04072,0.00354751,0.194815,0.201368,5.7092,6.04532,6.35692,3024.21,2704.61,1645.38,1.00062
mu[6],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[7],4.33645,0.00160953,0.0898208,0.0928455,4.19464,4.33303,4.48742,2977.67,1970.54,1620.06,0.999943
mu[8],5.07667,0.00219922,0.107029,0.107998,4.90327,5.07416,5.26175,2301.28,1616.16,1252.06,1.00104
mu[9],4.66355,0.00160953,0.0898208,0.0928455,4.51258,4.66697,4.80536,2977.67,1970.54,1620.06,0.999943
mu[10],3.18312,0.00337287,0.157899,0.157501,2.9141,3.18352,3.43934,2204.89,2379.78,1199.61,1.00138
mu[11],6.14399,0.00336412,0.177656,0.183726,5.84044,6.14799,6.42924,2804.83,2680.46,1526.02,1.00105
mu[12],4.33645,0.00160953,0.0898208,0.0928455,4.19464,4.33303,4.48742,2977.67,1970.54,1620.06,0.999943
mu[13],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[14],4.87011,0.000732973,0.0355134,0.0361843,4.81129,4.87009,4.92799,2331.29,1785.62,1268.39,1.0023
mu[15],4.12989,0.000732973,0.0355134,0.0361843,4.07201,4.12991,4.18871,2331.29,1785.62,1268.39,1.0023
mu[16],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[17],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[18],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[19],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[20],6.04072,0.00354751,0.194815,0.201368,5.7092,6.04532,6.35692,3024.21,2704.61,1645.38,1.00062
mu[21],4.87011,0.000732973,0.0355134,0.0361843,4.81129,4.87009,4.92799,2331.29,1785.62,1268.39,1.0023
mu[22],4.56028,0.00244954,0.13359,0.138641,4.33346,4.56492,4.77333,2811.79,1684.86,1529.81,1.00008
mu[23],4.56028,0.00244954,0.13359,0.138641,4.33346,4.56492,4.77333,2811.79,1684.86,1529.81,1.00008
mu[24],6.14399,0.00336412,0.177656,0.183726,5.84044,6.14799,6.42924,2804.83,2680.46,1526.02,1.00105
mu[25],5.81688,0.00337287,0.157899,0.157501,5.56066,5.81648,6.0859,2204.89,2379.78,1199.61,1.00138
mu[26],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[27],5.3005,0.00266842,0.151178,0.155751,5.04608,5.30621,5.54472,3175.07,2289.68,1727.46,0.999601
mu[28],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[29],3.18312,0.00337287,0.157899,0.157501,2.9141,3.18352,3.43934,2204.89,2379.78,1199.61,1.00138
mu[30],4.43972,0.00244954,0.13359,0.138641,4.22667,4.43508,4.66654,2811.79,1684.86,1529.81,1.00008
mu[31],4.12989,0.000732973,0.0355134,0.0361843,4.07201,4.12991,4.18871,2331.29,1785.62,1268.39,1.0023
mu[32],4.66355,0.00160953,0.0898208,0.0928455,4.51258,4.66697,4.80536,2977.67,1970.54,1620.06,0.999943
mu[33],3.92333,0.00219922,0.107029,0.107998,3.73825,3.92584,4.09673,2301.28,1616.16,1252.06,1.00104
mu[34],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[35],4.12989,0.000732973,0.0355134,0.0361843,4.07201,4.12991,4.18871,2331.29,1785.62,1268.39,1.0023
mu[36],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[37],3.59623,0.00219122,0.121532,0.124865,3.40062,3.59304,3.80244,3080.02,2614.83,1675.74,1.00044
mu[38],4.43972,0.00244954,0.13359,0.138641,4.22667,4.43508,4.66654,2811.79,1684.86,1529.81,1.00008
mu[39],4.12989,0.000732973,0.0355134,0.0361843,4.07201,4.12991,4.18871,2331.29,1785.62,1268.39,1.0023
mu[40],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[41],5.81688,0.00337287,0.157899,0.157501,5.56066,5.81648,6.0859,2204.89,2379.78,1199.61,1.00138
mu[42],5.81688,0.00337287,0.157899,0.157501,5.56066,5.81648,6.0859,2204.89,2379.78,1199.61,1.00138
mu[43],4.12989,0.000732973,0.0355134,0.0361843,4.07201,4.12991,4.18871,2331.29,1785.62,1268.39,1.0023
mu[44],3.92333,0.00219922,0.107029,0.107998,3.73825,3.92584,4.09673,2301.28,1616.16,1252.06,1.00104
mu[45],3.82006,0.00306091,0.151418,0.150912,3.56075,3.8231,4.06356,2339.48,1535.09,1272.84,1.00091
mu[46],4.33645,0.00160953,0.0898208,0.0928455,4.19464,4.33303,4.48742,2977.67,1970.54,1620.06,0.999943
mu[47],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[48],5.40377,0.00219122,0.121532,0.124865,5.19756,5.40696,5.59938,3080.02,2614.83,1675.74,1.00044
mu[49],3.82006,0.00306091,0.151418,0.150912,3.56075,3.8231,4.06356,2339.48,1535.09,1272.84,1.00091
mu[50],4.66355,0.00160953,0.0898208,0.0928455,4.51258,4.66697,4.80536,2977.67,1970.54,1620.06,0.999943
mu[51],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
mu[52],4.56028,0.00244954,0.13359,0.138641,4.33346,4.56492,4.77333,2811.79,1684.86,1529.81,1.00008
mu[53],3.38967,0.00219892,0.10654,0.108553,3.21602,3.38974,3.56612,2331.29,1785.62,1268.38,1.0023
mu[54],6.14399,0.00336412,0.177656,0.183726,5.84044,6.14799,6.42924,2804.83,2680.46,1526.02,1.00105
mu[55],4.87011,0.000732973,0.0355134,0.0361843,4.81129,4.87009,4.92799,2331.29,1785.62,1268.39,1.0023
mu[56],4.43972,0.00244954,0.13359,0.138641,4.22667,4.43508,4.66654,2811.79,1684.86,1529.81,1.00008
mu[57],6.04072,0.00354751,0.194815,0.201368,5.7092,6.04532,6.35692,3024.21,2704.61,1645.38,1.00062
mu[58],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
mu[59],3.18312,0.00337287,0.157899,0.157501,2.9141,3.18352,3.43934,2204.89,2379.78,1199.61,1.00138
mu[60],6.14399,0.00336412,0.177656,0.183726,5.84044,6.14799,6.42924,2804.83,2680.46,1526.02,1.00105
mu[61],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[62],4.33645,0.00160953,0.0898208,0.0928455,4.19464,4.33303,4.48742,2977.67,1970.54,1620.06,0.999943
mu[63],3.59623,0.00219122,0.121532,0.124865,3.40062,3.59304,3.80244,3080.02,2614.83,1675.74,1.00044
mu[64],6.04072,0.00354751,0.194815,0.201368,5.7092,6.04532,6.35692,3024.21,2704.61,1645.38,1.00062
mu[65],4.43972,0.00244954,0.13359,0.138641,4.22667,4.43508,4.66654,2811.79,1684.86,1529.81,1.00008
mu[66],5.3005,0.00266842,0.151178,0.155751,5.04608,5.30621,5.54472,3175.07,2289.68,1727.46,0.999601
mu[67],6.04072,0.00354751,0.194815,0.201368,5.7092,6.04532,6.35692,3024.21,2704.61,1645.38,1.00062
mu[68],6.04072,0.00354751,0.194815,0.201368,5.7092,6.04532,6.35692,3024.21,2704.61,1645.38,1.00062
mu[69],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
mu[70],4.87011,0.000732973,0.0355134,0.0361843,4.81129,4.87009,4.92799,2331.29,1785.62,1268.39,1.0023
mu[71],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[72],4.43972,0.00244954,0.13359,0.138641,4.22667,4.43508,4.66654,2811.79,1684.86,1529.81,1.00008
mu[73],6.35055,0.00366487,0.177567,0.180921,6.05646,6.35043,6.63997,2331.29,1785.62,1268.38,1.0023
mu[74],5.81688,0.00337287,0.157899,0.157501,5.56066,5.81648,6.0859,2204.89,2379.78,1199.61,1.00138
mu[75],6.04072,0.00354751,0.194815,0.201368,5.7092,6.04532,6.35692,3024.21,2704.61,1645.38,1.00062
mu[76],4.56028,0.00244954,0.13359,0.138641,4.33346,4.56492,4.77333,2811.79,1684.86,1529.81,1.00008
mu[77],5.81688,0.00337287,0.157899,0.157501,5.56066,5.81648,6.0859,2204.89,2379.78,1199.61,1.00138
mu[78],3.92333,0.00219922,0.107029,0.107998,3.73825,3.92584,4.09673,2301.28,1616.16,1252.06,1.00104
mu[79],3.82006,0.00306091,0.151418,0.150912,3.56075,3.8231,4.06356,2339.48,1535.09,1272.84,1.00091
mu[80],6.14399,0.00336412,0.177656,0.183726,5.84044,6.14799,6.42924,2804.83,2680.46,1526.02,1.00105
mu[81],3.82006,0.00306091,0.151418,0.150912,3.56075,3.8231,4.06356,2339.48,1535.09,1272.84,1.00091
mu[82],4.43972,0.00244954,0.13359,0.138641,4.22667,4.43508,4.66654,2811.79,1684.86,1529.81,1.00008
mu[83],3.92333,0.00219922,0.107029,0.107998,3.73825,3.92584,4.09673,2301.28,1616.16,1252.06,1.00104
mu[84],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[85],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[86],4.12989,0.000732973,0.0355134,0.0361843,4.07201,4.12991,4.18871,2331.29,1785.62,1268.39,1.0023
mu[87],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
mu[88],3.92333,0.00219922,0.107029,0.107998,3.73825,3.92584,4.09673,2301.28,1616.16,1252.06,1.00104
mu[89],5.61033,0.00219892,0.10654,0.108553,5.43388,5.61026,5.78398,2331.29,1785.62,1268.38,1.0023
mu[90],4.66355,0.00160953,0.0898208,0.0928455,4.51258,4.66697,4.80536,2977.67,1970.54,1620.06,0.999943
mu[91],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
mu[92],6.14399,0.00336412,0.177656,0.183726,5.84044,6.14799,6.42924,2804.83,2680.46,1526.02,1.00105
mu[93],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
mu[94],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
mu[95],5.17994,0.00306091,0.151418,0.150912,4.93644,5.1769,5.43925,2339.48,1535.09,1272.84,1.00091
