,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-70.3326,0.0384063,1.34729,1.11955,-72.9631,-69.9923,-68.8381,1332.96,1768.17,697.156,1.00113
w_direct,0.31248,0.00125335,0.0655726,0.0608158,0.218093,0.304236,0.42557,2967.74,2237.19,1552.17,1.00013
w_social,0.0510873,0.000550706,0.0284851,0.0274212,0.0100608,0.0480903,0.102788,2195.78,1349.26,1148.42,1.00059
sigma,0.923948,0.00104141,0.0523768,0.0526295,0.842966,0.920433,1.01455,2599.11,2433.99,1359.37,1.00039
mu[1],5.48467,0.00251005,0.127406,0.128993,5.28052,5.4808,5.70282,2534.69,2777.3,1325.67,1.00034
mu[2],4.62322,0.00132074,0.0699052,0.0713365,4.50561,4.62577,4.73424,2519.42,1850.32,1317.69,1.00033
mu[3],4.22303,0.000481933,0.0254497,0.0253262,4.18063,4.22322,4.26467,2807.19,2337.25,1468.2,1.00014
mu[4],4.77697,0.000481933,0.0254497,0.0253262,4.73533,4.77678,4.81937,2807.19,2337.25,1468.2,1.00014
mu[5],4.62322,0.00132074,0.0699052,0.0713365,4.50561,4.62577,4.73424,2519.42,1850.32,1317.69,1.00033
mu[6],5.48467,0.00251005,0.127406,0.128993,5.28052,5.4808,5.70282,2534.69,2777.3,1325.67,1.00034
mu[7],3.66908,0.0014458,0.0763491,0.0759786,3.54188,3.66966,3.79401,2807.19,2337.25,1468.2,1.00014
mu[8],4.22303,0.000481933,0.0254497,0.0253262,4.18063,4.22322,4.26467,2807.19,2337.25,1468.2,1.00014
mu[9],3.66908,0.0014458,0.0763491,0.0759786,3.54188,3.66966,3.79401,2807.19,2337.25,1468.2,1.00014
mu[10],2.71494,0.00298204,0.163492,0.160637,2.44866,2.71759,2.98613,3051.25,2174.82,1595.84,1.00056
mu[11],5.88486,0.00240966,0.127248,0.126631,5.67664,5.8839,6.09686,2807.19,2337.25,1468.2,1.00014
mu[12],3.89971,0.00200894,0.109086,0.1072,3.72224,3.89793,4.08604,2891.24,2362.13,1512.15,1.00015
mu[13],4.77697,0.000481933,0.0254497,0.0253262,4.73533,4.77678,4.81937,2807.19,2337.25,1468.2,1.00014
mu[14],4.37678,0.00132074,0.0699052,0.0713365,4.26576,4.37423,4.49439,2519.42,1850.32,1317.69,1.00033
mu[15],3.66908,0.0014458,0.0763491,0.0759786,3.54188,3.66966,3.79401,2807.19,2337.25,1468.2,1.00014
mu[16],4.77697,0.000481933,0.0254497,0.0253262,4.73533,4.77678,4.81937,2807.19,2337.25,1468.2,1.00014
mu[17],3.51533,0.00251005,0.127406,0.128993,3.29718,3.5192,3.71948,2534.69,2777.3,1325.67,1.00034
mu[18],5.10029,0.00200894,0.109086,0.1072,4.91396,5.10207,5.27776,2891.24,2362.13,1512.15,1.00015
mu[19],4.06928,0.00176228,0.0892679,0.0916236,3.91552,4.07359,4.20914,2375.78,1913.67,1242.56,1.00041
mu[20],5.0076,0.00248852,0.12635,0.1289,4.8094,5.00228,5.22438,2339.94,1518.97,1223.82,1.00043
mu[21],5.88486,0.00240966,0.127248,0.126631,5.67664,5.8839,6.09686,2807.19,2337.25,1468.2,1.00014
mu[22],3.9924,0.00248852,0.12635,0.1289,3.77562,3.99772,4.1906,2339.94,1518.97,1223.82,1.00043
mu[23],4.22303,0.000481933,0.0254497,0.0253262,4.18063,4.22322,4.26467,2807.19,2337.25,1468.2,1.00014
mu[24],5.33092,0.0014458,0.0763491,0.0759786,5.20599,5.33034,5.45812,2807.19,2337.25,1468.2,1.00014
mu[25],5.73111,0.00216366,0.119445,0.117478,5.53429,5.72913,5.92682,3103.16,2196.87,1622.99,1.00141
