,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-89.2635,0.0383649,1.37379,1.13679,-92.0535,-88.9124,-87.7542,1365.07,1848.29,724.175,1.00306
w_direct,0.398476,0.00195555,0.0995812,0.0864852,0.264383,0.383227,0.582017,3014.53,1842.18,1599.22,1.00124
w_social,0.0334523,0.000499625,0.0255458,0.0238262,0.00262899,0.0280734,0.0827575,1905.54,1222.42,1010.9,1.00112
sigma,1.03557,0.0010619,0.0591631,0.058409,0.944634,1.03277,1.13703,3163.18,2285.44,1678.08,1.00118
mu[1],4.33921,0.00172311,0.0908865,0.0922918,4.21699,4.32598,4.50191,2423.42,2066.11,1285.63,0.99992
mu[2],3.51919,0.00230594,0.118935,0.116398,3.31062,3.52643,3.70092,2708.44,2600.1,1436.84,1.0005
mu[3],5.39018,0.00158387,0.0853254,0.0851465,5.25194,5.3889,5.53158,2938.21,1874.72,1558.73,1.00051
mu[4],3.01637,0.00263978,0.142209,0.141911,2.78071,3.0185,3.24676,2938.21,1874.72,1558.73,1.00051
mu[5],3.60982,0.00158387,0.0853254,0.0851465,3.46842,3.6111,3.74806,2938.21,1874.72,1558.73,1.00051
mu[6],5.84769,0.00260603,0.147852,0.143093,5.60487,5.84708,6.09175,3225.84,1989.82,1711.32,1.00299
mu[7],4.79673,0.000527956,0.0284418,0.0283822,4.75065,4.7963,4.84386,2938.21,1874.72,1558.73,1.00051
mu[8],3.70045,0.00160493,0.091274,0.0890279,3.54945,3.69928,3.85387,3236.73,1958.95,1717.1,1.00262
mu[9],4.20327,0.000527956,0.0284418,0.0283822,4.15614,4.2037,4.24935,2938.21,1874.72,1558.73,1.00051
mu[10],4.20327,0.000527956,0.0284418,0.0283822,4.15614,4.2037,4.24935,2938.21,1874.72,1558.73,1.00051
mu[11],5.98363,0.00263978,0.142209,0.141911,5.75324,5.9815,6.21929,2938.21,1874.72,1558.73,1.00051
mu[12],3.10699,0.00248402,0.139053,0.136206,2.87772,3.10883,3.33428,3153.27,1798.64,1672.82,1.00301
mu[13],6.57709,0.00369569,0.199093,0.198675,6.25453,6.5741,6.90701,2938.21,1874.72,1558.73,1.00051
mu[14],4.06733,0.00207542,0.105677,0.106314,3.86806,4.08339,4.20947,2276.93,2179.69,1207.92,1.00131
mu[15],4.33921,0.00172311,0.0908865,0.0922918,4.21699,4.32598,4.50191,2423.42,2066.11,1285.63,0.99992
mu[16],3.70045,0.00160493,0.091274,0.0890279,3.54945,3.69928,3.85387,3236.73,1958.95,1717.1,1.00262
mu[17],5.25424,0.00191971,0.108741,0.106188,5.07079,5.25849,5.42943,3221.74,2095.66,1709.15,1.00066
mu[18],4.20327,0.000527956,0.0284418,0.0283822,4.15614,4.2037,4.24935,2938.21,1874.72,1558.73,1.00051
