,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-158.468,0.041314,1.4106,1.13351,-161.285,-158.099,-156.943,1412.08,1339.26,798.236,1.00432
w_direct,0.161239,0.00108193,0.059355,0.0545897,0.0790282,0.153735,0.267833,2939.61,2290.37,1661.74,1.0019
w_social,0.0140617,0.000249155,0.0136299,0.0104289,0.000638269,0.0100142,0.0409932,1756.14,1100.13,992.733,1.00057
sigma,1.56614,0.00186097,0.0868341,0.0872778,1.42647,1.56333,1.71668,2321.57,1790.51,1312.36,1.00107
mu[1],4.96513,0.00230878,0.12988,0.129286,4.74991,4.96574,5.1764,3187.54,2512.72,1801.89,1.0003
mu[2],4.37466,0.00103544,0.0597431,0.0552896,4.2869,4.369,4.48109,3303.24,2670.14,1867.29,0.999876
mu[3],5.05422,0.00223287,0.120815,0.123478,4.85957,5.05317,5.25479,2924.57,2438.67,1653.23,1.00151
mu[4],3.63569,0.00359376,0.196832,0.19772,3.3139,3.63631,3.9598,2986.71,2304.37,1688.36,1.00155
mu[5],4.22616,0.00176479,0.0975657,0.0842673,4.03953,4.24528,4.34904,2813.76,2612.55,1590.59,1.00024
mu[6],5.36431,0.00359376,0.196832,0.19772,5.0402,5.36369,5.6861,2986.71,2304.37,1688.36,1.00156
mu[7],3.94578,0.00223287,0.120815,0.123478,3.74521,3.94683,4.14043,2924.57,2438.67,1653.23,1.00152
mu[8],4.03487,0.00230878,0.12988,0.129286,3.8236,4.03426,4.25009,3187.54,2512.72,1801.89,1.0003
mu[9],4.96513,0.00230878,0.12988,0.129286,4.74991,4.96574,5.1764,3187.54,2512.72,1801.89,1.0003
mu[10],4.22616,0.00176479,0.0975657,0.0842673,4.03953,4.24528,4.34904,2813.76,2612.55,1590.59,1.00024
mu[11],5.36431,0.00359376,0.196832,0.19772,5.0402,5.36369,5.6861,2986.71,2304.37,1688.36,1.00156
mu[12],5.05422,0.00223287,0.120815,0.123478,4.85957,5.05317,5.25479,2924.57,2438.67,1653.23,1.00151
mu[13],5.05422,0.00223287,0.120815,0.123478,4.85957,5.05317,5.25479,2924.57,2438.67,1653.23,1.00151
mu[14],4.00517,0.00218552,0.121115,0.120567,3.80769,4.00519,4.2036,3064.28,2327.01,1732.21,1.00071
mu[15],3.57629,0.00372144,0.201359,0.205796,3.24202,3.57805,3.90072,2924.57,2438.67,1653.23,1.00152
mu[16],3.88638,0.00264174,0.142456,0.141828,3.63906,3.89145,4.10604,2934.02,2507.33,1658.58,1.00115
