,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-74.5405,0.0378875,1.34303,1.10407,-77.1066,-74.2078,-73.0462,1359.47,1945.41,717.019,1.00138
w_direct,2.89237,0.0124051,0.610654,0.616425,1.94912,2.85384,3.96513,2529.83,1702.59,1334.3,1.00147
w_social,0.276484,0.00312492,0.162198,0.158722,0.0535935,0.254901,0.576123,2313.12,1601.86,1220.0,1.00044
sigma,0.955694,0.000965079,0.053745,0.0545344,0.872221,0.951585,1.04686,3197.67,2636.06,1686.53,1.00099
mu[1],6.78468,0.000874441,0.0446542,0.0423482,6.70339,6.79021,6.84709,2424.77,1999.57,1278.89,1.00129
mu[2],5.87081,0.000524665,0.0267925,0.0254089,5.82203,5.87413,5.90825,2424.77,1999.57,1278.89,1.00129
mu[3],5.87081,0.000524665,0.0267925,0.0254089,5.82203,5.87413,5.90825,2424.77,1999.57,1278.89,1.00129
mu[4],3.88696,0.00154461,0.0806411,0.0861182,3.74676,3.89085,4.01166,2505.9,1730.83,1321.68,1.00136
mu[5],6.78468,0.000874441,0.0446542,0.0423482,6.70339,6.79021,6.84709,2424.77,1999.57,1278.89,1.00129
mu[6],6.02692,0.00174256,0.0883711,0.0924562,5.88731,6.02334,6.17805,2461.18,1891.9,1298.09,1.00104
mu[7],4.80083,0.00140706,0.0763846,0.0815151,4.66823,4.80478,4.91883,2711.0,1951.2,1429.85,1.00069
mu[8],5.1911,0.00227544,0.119505,0.127934,5.0065,5.1849,5.39874,2518.88,1622.94,1328.52,1.00135
mu[9],6.78468,0.000874441,0.0446542,0.0423482,6.70339,6.79021,6.84709,2424.77,1999.57,1278.89,1.00129
mu[10],4.27722,0.00213743,0.115234,0.123077,4.09995,4.27112,4.47718,2660.82,1767.03,1403.39,1.0009
mu[11],7.69856,0.00122422,0.0625158,0.0592875,7.58474,7.7063,7.78592,2424.77,1999.57,1278.89,1.00129
mu[12],6.78468,0.000874441,0.0446542,0.0423482,6.70339,6.79021,6.84709,2424.77,1999.57,1278.89,1.00129
mu[13],5.87081,0.000524665,0.0267925,0.0254089,5.82203,5.87413,5.90825,2424.77,1999.57,1278.89,1.00129
mu[14],6.02692,0.00174256,0.0883711,0.0924562,5.88731,6.02334,6.17805,2461.18,1891.9,1298.09,1.00104
mu[15],4.27722,0.00213743,0.115234,0.123077,4.09995,4.27112,4.47718,2660.82,1767.03,1403.39,1.0009
mu[16],5.7147,0.00134852,0.0761859,0.080019,5.58013,5.71854,5.83163,2991.42,2206.22,1577.75,1.00036
mu[17],6.78468,0.000874441,0.0446542,0.0423482,6.70339,6.79021,6.84709,2424.77,1999.57,1278.89,1.00129
mu[18],4.95694,0.000174888,0.00893083,0.00846965,4.94068,4.95804,4.96942,2424.77,1999.57,1278.89,1.00129
mu[19],5.87081,0.000524665,0.0267925,0.0254089,5.82203,5.87413,5.90825,2424.77,1999.57,1278.89,1.00129
mu[20],5.87081,0.000524665,0.0267925,0.0254089,5.82203,5.87413,5.90825,2424.77,1999.57,1278.89,1.00129
mu[21],5.63665,0.00205043,0.113641,0.120473,5.43781,5.64283,5.81207,2851.34,2067.25,1503.87,1.0007
mu[22],5.87081,0.000524665,0.0267925,0.0254089,5.82203,5.87413,5.90825,2424.77,1999.57,1278.89,1.00129
mu[23],3.88696,0.00154461,0.0806411,0.0861182,3.74676,3.89085,4.01166,2505.9,1730.83,1321.68,1.00136
mu[24],5.87081,0.000524665,0.0267925,0.0254089,5.82203,5.87413,5.90825,2424.77,1999.57,1278.89,1.00129
mu[25],6.02692,0.00174256,0.0883711,0.0924562,5.88731,6.02334,6.17805,2461.18,1891.9,1298.09,1.00104
