,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-83.8505,0.0360763,1.31543,1.14906,-86.4025,-83.5156,-82.3926,1435.07,1951.48,756.891,1.00007
w_direct,0.633902,0.00393617,0.186075,0.154751,0.400656,0.597294,0.977797,2688.78,2152.67,1418.13,0.999735
w_social,0.0710283,0.000945924,0.0453498,0.0433717,0.0117714,0.0646665,0.150346,1907.18,1120.38,1005.9,0.999672
sigma,1.01169,0.00115199,0.0564856,0.0559265,0.9214,1.00933,1.10713,2436.19,2447.54,1284.91,1.00067
mu[1],6.04185,0.00290069,0.154426,0.151211,5.78485,6.04328,6.29615,2871.19,2715.98,1514.34,1.00054
mu[2],6.04185,0.00290069,0.154426,0.151211,5.78485,6.04328,6.29615,2871.19,2715.98,1514.34,1.00054
mu[3],6.95144,0.00382084,0.194354,0.191865,6.63142,6.94941,7.27581,2614.47,2022.46,1378.94,1.00009
mu[4],4.28925,0.0014128,0.0727711,0.074847,4.17613,4.285,4.41548,2459.49,1964.89,1297.2,1.00016
mu[5],5.69007,0.00257407,0.125434,0.127737,5.48763,5.68528,5.89549,2381.41,2441.64,1256.02,1.00005
mu[6],5.34144,0.00239117,0.121311,0.120848,5.13593,5.34461,5.5358,2556.5,2600.06,1348.37,1.00034
mu[7],4.28925,0.0014128,0.0727711,0.074847,4.17613,4.285,4.41548,2459.49,1964.89,1297.2,1.00016
mu[8],4.28925,0.0014128,0.0727711,0.074847,4.17613,4.285,4.41548,2459.49,1964.89,1297.2,1.00016
mu[9],4.64103,0.00212637,0.108408,0.113106,4.45118,4.6469,4.8093,2334.81,1787.16,1231.44,1.00034
mu[10],5.55062,0.0016375,0.0832946,0.0822279,5.41347,5.54975,5.68963,2614.47,2022.46,1378.94,1.00008
mu[11],5.34144,0.00239117,0.121311,0.120848,5.13593,5.34461,5.5358,2556.5,2600.06,1348.37,1.00034
mu[12],5.69007,0.00257407,0.125434,0.127737,5.48763,5.68528,5.89549,2381.41,2441.64,1256.02,1.00005
mu[13],6.81199,0.00358551,0.189452,0.189769,6.50363,6.80868,7.12435,2818.23,2406.47,1486.41,0.999963
mu[14],5.55062,0.0016375,0.0832946,0.0822279,5.41347,5.54975,5.68963,2614.47,2022.46,1378.94,1.00008
mu[15],4.98966,0.00176235,0.0862036,0.0915859,4.85843,4.98557,5.13479,2221.99,1474.67,1171.94,0.99957
mu[16],5.69007,0.00257407,0.125434,0.127737,5.48763,5.68528,5.89549,2381.41,2441.64,1256.02,1.00005
mu[17],5.05939,0.00248973,0.122293,0.131925,4.87394,5.05349,5.26848,2174.36,1295.15,1146.81,0.999622
mu[18],4.71075,0.0014128,0.0727711,0.074847,4.58452,4.715,4.82387,2459.49,1964.89,1297.2,1.00016
mu[19],4.85021,0.000545834,0.0277649,0.0274093,4.80449,4.84992,4.89654,2614.46,2022.46,1378.93,1.00009
mu[20],5.55062,0.0016375,0.0832946,0.0822279,5.41347,5.54975,5.68963,2614.47,2022.46,1378.94,1.00008
mu[21],5.41117,0.00183039,0.096578,0.0931472,5.24961,5.41212,5.57041,2813.79,2755.99,1484.07,1.00093
mu[22],4.85021,0.000545834,0.0277649,0.0274093,4.80449,4.84992,4.89654,2614.46,2022.46,1378.93,1.00009
mu[23],3.65856,0.00239117,0.121311,0.120848,3.4642,3.65539,3.86407,2556.5,2600.06,1348.37,1.00034
mu[24],4.71075,0.0014128,0.0727711,0.074847,4.58452,4.715,4.82387,2459.49,1964.89,1297.2,1.00016
mu[25],4.28925,0.0014128,0.0727711,0.074847,4.17613,4.285,4.41548,2459.49,1964.89,1297.2,1.00016
mu[26],4.64103,0.00212637,0.108408,0.113106,4.45118,4.6469,4.8093,2334.81,1787.16,1231.44,1.00034
mu[27],5.34144,0.00239117,0.121311,0.120848,5.13593,5.34461,5.5358,2556.5,2600.06,1348.37,1.00034
mu[28],5.55062,0.0016375,0.0832946,0.0822279,5.41347,5.54975,5.68963,2614.47,2022.46,1378.94,1.00008
mu[29],5.55062,0.0016375,0.0832946,0.0822279,5.41347,5.54975,5.68963,2614.47,2022.46,1378.94,1.00008
mu[30],5.69007,0.00257407,0.125434,0.127737,5.48763,5.68528,5.89549,2381.41,2441.64,1256.02,1.00005
