,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-192.92,0.0441435,1.44877,1.2531,-195.818,-192.571,-191.304,1238.69,1406.56,653.661,1.0031
w_direct,0.563173,0.00593428,0.222189,0.161833,0.317365,0.516099,0.959933,1884.98,1565.54,994.715,1.00177
w_social,0.0922079,0.00227954,0.0921383,0.0640639,0.0061857,0.0690094,0.259555,1586.98,1583.27,837.457,1.00154
sigma,1.88906,0.00169119,0.0703049,0.0754694,1.76199,1.89701,1.98722,1326.04,988.794,699.756,1.00137
mu[1],6.68817,0.00495246,0.22962,0.231372,6.3086,6.68715,7.06211,2150.44,1956.81,1134.8,1.00154
mu[2],4.42865,0.00338418,0.175444,0.178031,4.20153,4.40162,4.7517,2359.21,2145.99,1244.96,1.00083
mu[3],4.16201,0.000895247,0.0372702,0.0364805,4.09806,4.16312,4.22152,1771.47,1509.39,934.812,1.00197
mu[4],2.31183,0.00495246,0.22962,0.231372,1.93789,2.31285,2.6914,2150.44,1956.81,1134.8,1.00154
mu[5],6.18995,0.00447623,0.186351,0.182403,5.89239,6.18439,6.50971,1771.47,1509.39,934.813,1.00197
mu[6],5.33621,0.00216731,0.122885,0.118608,5.12687,5.34093,5.52822,3187.84,2480.86,1682.24,1.001
mu[7],2.81005,0.00447623,0.186351,0.182403,2.49029,2.81561,3.10761,1771.47,1509.39,934.813,1.00197
mu[8],2.81005,0.00447623,0.186351,0.182403,2.49029,2.81561,3.10761,1771.47,1509.39,934.813,1.00197
mu[9],5.69173,0.00485324,0.204958,0.201421,5.39768,5.67141,6.06732,1802.45,2137.75,951.162,1.00168
mu[10],3.98425,0.00328833,0.148075,0.149443,3.70652,4.00572,4.18001,1854.44,1821.59,978.596,1.00148
mu[11],6.01219,0.00338256,0.168395,0.168989,5.73097,6.01269,6.28431,2479.45,2125.35,1308.42,1.00123
mu[12],6.68817,0.00495246,0.22962,0.231372,6.3086,6.68715,7.06211,2150.44,1956.81,1134.8,1.00154
mu[13],5.69173,0.00485324,0.204958,0.201421,5.39768,5.67141,6.06732,1802.45,2137.75,951.162,1.00168
mu[14],3.48603,0.00268574,0.111811,0.109442,3.29417,3.48937,3.66456,1771.47,1509.39,934.813,1.00197
mu[15],3.48603,0.00268574,0.111811,0.109442,3.29417,3.48937,3.66456,1771.47,1509.39,934.813,1.00197
mu[16],6.68817,0.00495246,0.22962,0.231372,6.3086,6.68715,7.06211,2150.44,1956.81,1134.8,1.00154
mu[17],3.48603,0.00268574,0.111811,0.109442,3.29417,3.48937,3.66456,1771.47,1509.39,934.813,1.00197
mu[18],5.01575,0.00328833,0.148075,0.149443,4.81999,4.99428,5.29348,1854.44,1821.59,978.596,1.00148
mu[19],5.51397,0.00268574,0.111811,0.109442,5.33544,5.51063,5.70583,1771.47,1509.39,934.813,1.00197
mu[20],3.30827,0.00485324,0.204958,0.201421,2.93268,3.32859,3.60232,1802.45,2137.75,951.162,1.00168
mu[21],4.33977,0.00211954,0.11383,0.113452,4.18726,4.32208,4.54521,2599.41,2404.06,1371.72,1.00106
mu[22],6.86593,0.00626673,0.260891,0.255364,6.44935,6.85814,7.3136,1771.47,1509.39,934.813,1.00197
mu[23],5.92331,0.00348021,0.192902,0.185588,5.59408,5.92972,6.22613,3065.81,2497.89,1617.84,1.00095
mu[24],2.81005,0.00447623,0.186351,0.182403,2.49029,2.81561,3.10761,1771.47,1509.39,934.813,1.00197
mu[25],3.89537,0.00457315,0.21032,0.212763,3.5017,3.92627,4.16749,1867.14,1750.73,985.297,1.00146
mu[26],5.92331,0.00348021,0.192902,0.185588,5.59408,5.92972,6.22613,3065.81,2497.89,1617.84,1.00095
mu[27],2.98781,0.00338256,0.168395,0.168989,2.71569,2.98731,3.26903,2479.45,2125.35,1308.42,1.00123
mu[28],6.01219,0.00338256,0.168395,0.168989,5.73097,6.01269,6.28431,2479.45,2125.35,1308.42,1.00123
mu[29],2.31183,0.00495246,0.22962,0.231372,1.93789,2.31285,2.6914,2150.44,1956.81,1134.8,1.00154
mu[30],6.68817,0.00495246,0.22962,0.231372,6.3086,6.68715,7.06211,2150.44,1956.81,1134.8,1.00154
mu[31],6.86593,0.00626673,0.260891,0.255364,6.44935,6.85814,7.3136,1771.47,1509.39,934.813,1.00197
